author_uid,article_uid
0000-0002-5471-9147,26098896
0000-0002-5473-120X,36805970
0000-0002-5477-0874,20813246
0000-0002-5479-2184,35868812
0000-0002-5480-6638,17442244
0000-0002-5480-6638,24763087
0000-0002-5480-6638,24795618
0000-0002-5480-6638,25309419
0000-0002-5480-6638,30201843
0000-0002-5480-6638,31201122
0000-0002-5480-6638,33848473
0000-0002-5481-7142,20813246
0000-0002-5483-7119,32457315
0000-0002-5485-7144,35868812
0000-0002-5486-0773,32493755
0000-0002-5488-1312,35868812
0000-0002-5488-1777,35868812
0000-0002-5490-2910,20813246
0000-0002-5491-9413,18394479
0000-0002-5492-8360,20813246
0000-0002-5492-9216,19427517
0000-0002-5494-0044,38707245
0000-0002-5494-5902,23129998
0000-0002-5494-5902,25346682
0000-0002-5494-5902,26441628
0000-0002-5494-5902,29503613
0000-0002-5494-5902,31849631
0000-0002-5494-5902,35662903
0000-0002-5494-5902,37867618
0000-0002-5497-0243,19427517
0000-0002-5497-0243,26523124
0000-0002-5497-0243,34616075
0000-0002-5497-5669,35868812
0000-0002-5497-7234,31974304
0000-0002-5497-7234,34653178
0000-0002-5501-5408,19427517
0000-0002-5501-9249,28134272
0000-0002-5503-8327,20813246
0000-0002-5504-6482,18394479
0000-0002-5507-9145,28254942
0000-0002-5509-4732,35868812
0000-0002-5512-8525,28484385
0000-0002-5512-8525,30446648
0000-0002-5513-8061,19427517
0000-0002-5513-8061,31796727
0000-0002-5516-6177,35516798
0000-0002-5517-3019,18394479
0000-0002-5518-8990,30559644
0000-0002-5518-8990,38280859
0000-0002-5520-1649,35868812
0000-0002-5520-5025,28938181
0000-0002-5520-5025,31815941
0000-0002-5521-0254,20125089
0000-0002-5521-0254,22571893
0000-0002-5521-0254,24322205
0000-0002-5521-0254,24507510
0000-0002-5521-0254,24759129
0000-0002-5521-0254,25623945
0000-0002-5521-1337,18394479
0000-0002-5529-8620,35868812
0000-0002-5530-0807,33932337
0000-0002-5531-3771,19830842
0000-0002-5531-3771,20083553
0000-0002-5531-3771,21154908
0000-0002-5531-3771,22357664
0000-0002-5531-3771,22754499
0000-0002-5531-3771,22907992
0000-0002-5531-3771,23227003
0000-0002-5531-3771,23801939
0000-0002-5531-3771,25081244
0000-0002-5531-3771,35802727
0000-0002-5532-0031,24646396
0000-0002-5534-5415,34109010
0000-0002-5534-8720,35868812
0000-0002-5538-0472,35868812
0000-0002-5538-0624,31754098
0000-0002-5538-0624,37443107
0000-0002-5538-0624,37824607
0000-0002-5538-0624,37824618
0000-0002-5540-6046,29767726
0000-0002-5540-6302,18394479
0000-0002-5542-0956,33075762
0000-0002-5542-0956,35263736
0000-0002-5542-0956,36103781
0000-0002-5543-8902,29566349
0000-0002-5545-1322,20813246
0000-0002-5548-209X,17704810
0000-0002-5549-404X,35985893
0000-0002-5549-4883,35477759
0000-0002-5554-983X,34113240
0000-0002-5555-1390,20813246
0000-0002-5555-3206,34296183
0000-0002-5555-3206,35049496
0000-0002-5555-3273,27259931
0000-0002-5556-1759,27345531
0000-0002-5556-1759,27832100
0000-0002-5556-1759,30419016
0000-0002-5557-738X,26946128
0000-0002-5558-6278,26750588
0000-0002-5561-4785,18394479
0000-0002-5562-6495,23146364
0000-0002-5563-0080,35930667
0000-0002-5563-257X,19427517
0000-0002-5564-2655,33347447
0000-0002-5565-9406,35868812
0000-0002-5566-3106,20813246
0000-0002-5569-4885,18394479
0000-0002-5572-196X,18394479
0000-0002-5572-196X,20813246
0000-0002-5573-4170,35260862
0000-0002-5574-7385,29298868
0000-0002-5574-888X,26017681
0000-0002-5580-6947,24769169
0000-0002-5580-6947,26132434
0000-0002-5583-9677,35868812
0000-0002-5584-5268,20813246
0000-0002-5585-1166,21856714
0000-0002-5585-1166,25422947
0000-0002-5585-1166,27710767
0000-0002-5585-1166,30008663
0000-0002-5585-1166,30291244
0000-0002-5585-1166,35802476
0000-0002-5591-5633,32726162
0000-0002-5593-1211,19427517
0000-0002-5598-5391,20813246
0000-0002-5598-6167,32625074
0000-0002-5599-7480,35868812
0000-0002-5599-8205,37824615
0000-0002-5601-9646,26492141
0000-0002-5601-9646,29792820
0000-0002-5602-5149,33328525
0000-0002-5603-8433,28703129
0000-0002-5605-5735,35868812
0000-0002-5606-3153,32612513
0000-0002-5606-5079,19427517
0000-0002-5607-977X,20730105
0000-0002-5608-929X,24706574
0000-0002-5611-909X,34177505
0000-0002-5614-4957,18394479
0000-0002-5615-416X,28497576
0000-0002-5619-5527,22012085
0000-0002-5620-5430,31699990
0000-0002-5621-8100,27609885
0000-0002-5622-4631,26543902
0000-0002-5622-9547,33932337
0000-0002-5631-0652,35868812
0000-0002-5631-8267,27924875
0000-0002-5632-0084,24369455
0000-0002-5635-169X,29769664
0000-0002-5636-4095,35868812
0000-0002-5639-7209,31519874
0000-0002-5639-7209,33184512
0000-0002-5639-7209,36302912
0000-0002-5639-7663,18394479
0000-0002-5640-0578,18394479
0000-0002-5640-6128,26972009
0000-0002-5646-0300,35868812
0000-0002-5647-6134,19427517
0000-0002-5648-0125,18394479
0000-0002-5653-1818,35868812
0000-0002-5657-8835,20813246
0000-0002-5658-5613,35868812
0000-0002-5659-662X,38617564
0000-0002-5661-4349,17319739
0000-0002-5661-4349,18339943
0000-0002-5661-4349,18483841
0000-0002-5661-4349,19956403
0000-0002-5661-4349,20631171
0000-0002-5661-4349,24204240
0000-0002-5661-4349,28041884
0000-0002-5665-8157,35767611
0000-0002-5666-2973,34758329
0000-0002-5667-750X,18394479
0000-0002-5672-2147,18394479
0000-0002-5676-9279,24744454
0000-0002-5676-9279,27351022
0000-0002-5678-8226,35868812
0000-0002-5680-3895,35451150
0000-0002-5680-6340,35868812
0000-0002-5685-3403,27121468
0000-0002-5685-5409,33398017
0000-0002-5686-0611,20813246
0000-0002-5687-6998,22275895
0000-0002-5688-4170,32101491
0000-0002-5692-2384,33154347
0000-0002-5693-107X,35868812
0000-0002-5693-7703,28683326
0000-0002-5693-8570,23312517
0000-0002-5697-378X,18394479
0000-0002-5697-4272,32982673
0000-0002-5699-4222,27042293
0000-0002-5699-8063,35451150
0000-0002-5700-7188,35868812
0000-0002-5701-7722,25601574
0000-0002-5704-099X,36006873
0000-0002-5704-2485,19427517
0000-0002-5704-3955,35868812
0000-0002-5705-729X,37117236
0000-0002-5707-564X,34471853
0000-0002-5707-8090,19427517
0000-0002-5708-7421,37568875
0000-0002-5710-4279,18394479
0000-0002-5710-7904,23333569
0000-0002-5711-2359,35868812
0000-0002-5713-1429,35868812
0000-0002-5713-4304,37687953
0000-0002-5714-6719,22180739
0000-0002-5714-6719,26300738
0000-0002-5717-4269,35053355
0000-0002-5718-0765,22931891
0000-0002-5718-0765,31705060
0000-0002-5718-0765,34471145
0000-0002-5718-116X,29694280
0000-0002-5721-374X,17122323
0000-0002-5724-2903,26539889
0000-0002-5727-2539,34633442
0000-0002-5729-2935,33947394
0000-0002-5730-828X,19543540
0000-0002-5731-4137,38081838
0000-0002-5734-4790,32817246
0000-0002-5735-469X,27497223
0000-0002-5736-1240,35868812
0000-0002-5737-5474,20813246
0000-0002-5739-9126,28671692
0000-0002-5739-9126,33636191
0000-0002-5739-9126,36103825
0000-0002-5741-8518,25553542
0000-0002-5741-8518,27887770
0000-0002-5742-5769,23508232
0000-0002-5742-5769,31230762
0000-0002-5742-5769,34348157
0000-0002-5742-5769,34728257
0000-0002-5744-4142,35211364
0000-0002-5744-7159,18394479
0000-0002-5745-7736,18160135
0000-0002-5745-7736,19668702
0000-0002-5745-7736,22203798
0000-0002-5745-7736,30976604
0000-0002-5745-8704,34093866
0000-0002-5747-8692,23832106
0000-0002-5752-0846,20813246
0000-0002-5753-5001,37106623
0000-0002-5755-9409,20057934
0000-0002-5762-5146,19427517
0000-0002-5763-3031,30222740
0000-0002-5764-2261,30934305
0000-0002-5766-5906,35023975
0000-0002-5767-7704,24863422
0000-0002-5770-3941,29601066
0000-0002-5771-478X,19427517
0000-0002-5772-4881,24165086
0000-0002-5773-2662,23420655
0000-0002-5773-2662,29403033
0000-0002-5779-6906,20813246
0000-0002-5781-8511,37175391
0000-0002-5782-1120,25363888
0000-0002-5784-7427,20813246
0000-0002-5788-1545,35868812
0000-0002-5790-3564,19427517
0000-0002-5792-1156,18394479
0000-0002-5792-2845,33123188
0000-0002-5794-5553,32160555
0000-0002-5796-5546,30300700
0000-0002-5797-3482,35868812
0000-0002-5798-6240,19427517
0000-0002-5799-7644,36716332
0000-0002-5801-1437,29467627
0000-0002-5801-6318,33967728
0000-0002-5804-4837,35868812
0000-0002-5805-2220,27913167
0000-0002-5807-9327,19359350
0000-0002-5807-9327,25654757
0000-0002-5807-9327,29507308
0000-0002-5807-9327,33157021
0000-0002-5818-3220,20813246
0000-0002-5819-0340,30681139
0000-0002-5819-5600,24795627
0000-0002-5820-380X,18394479
0000-0002-5821-8286,20813246
0000-0002-5822-7238,25406521
0000-0002-5827-3728,23482083
0000-0002-5833-4383,32413398
0000-0002-5833-4383,34955752
0000-0002-5836-1672,25288307
0000-0002-5839-0393,34013636
0000-0002-5839-9451,34149387
0000-0002-5840-517X,35868812
0000-0002-5843-9871,30413686
0000-0002-5848-199X,29459723
0000-0002-5848-199X,33253147
0000-0002-5850-5517,20813246
0000-0002-5854-0654,36971419
0000-0002-5854-3732,20813246
0000-0002-5858-1122,37397462
0000-0002-5859-6316,32303271
0000-0002-5859-6316,34456688
0000-0002-5861-4430,31761708
0000-0002-5863-399X,34536443
0000-0002-5863-399X,34867215
0000-0002-5863-399X,35551498
0000-0002-5863-399X,37047724
0000-0002-5863-399X,37824623
0000-0002-5866-8762,32390818
0000-0002-5867-2091,18394479
0000-0002-5868-034X,35626239
0000-0002-5868-1932,19427517
0000-0002-5868-8077,25972778
0000-0002-5868-835X,33894220
0000-0002-5872-447X,37222450
0000-0002-5872-6061,20813246
0000-0002-5873-9436,33823533
0000-0002-5877-4813,27374071
0000-0002-5877-4813,28824382
0000-0002-5877-4813,31805368
0000-0002-5877-4813,32844332
0000-0002-5877-4813,32887543
0000-0002-5877-4813,34616072
0000-0002-5878-478X,33344708
0000-0002-5880-5720,23629582
0000-0002-5880-5720,23809188
0000-0002-5880-5720,27106166
0000-0002-5880-5720,27252352
0000-0002-5880-5720,29033796
0000-0002-5882-936X,19427517
0000-0002-5884-5685,29641308
0000-0002-5886-5563,32598315
0000-0002-5887-0557,31314668
0000-0002-5889-2342,38644974
0000-0002-5895-0880,27686222
0000-0002-5895-6342,35771910
0000-0002-5895-6529,27526206
0000-0002-5895-6529,29993122
0000-0002-5895-9826,19427517
0000-0002-5896-9258,31182787
0000-0002-5896-9258,35203366
0000-0002-5897-4495,29243106
0000-0002-5899-0591,37759949
0000-0002-5902-9372,36844916
0000-0002-5903-6521,24283978
0000-0002-5905-3591,27589961
0000-0002-5909-0157,28954853
0000-0002-5909-3155,19427517
0000-0002-5909-5820,19427517
0000-0002-5911-2803,32015543
0000-0002-5917-983X,19426718
0000-0002-5917-983X,22876231
0000-0002-5917-983X,22983224
0000-0002-5917-983X,30291244
0000-0002-5917-983X,30828294
0000-0002-5917-983X,31354435
0000-0002-5917-983X,31754098
0000-0002-5917-983X,32839617
0000-0002-5917-983X,34550325
0000-0002-5917-983X,34616067
0000-0002-5917-983X,35802476
0000-0002-5917-983X,36117080
0000-0002-5917-983X,37443107
0000-0002-5917-983X,37824607
0000-0002-5917-983X,37824618
0000-0002-5918-2262,20813246
0000-0002-5926-4276,37998402
0000-0002-5926-476X,36522364
0000-0002-5930-6456,17185420
0000-0002-5930-6456,24201278
0000-0002-5930-6456,25622573
0000-0002-5930-6456,26507295
0000-0002-5930-6456,27571195
0000-0002-5930-6456,27926356
0000-0002-5930-6456,29656873
0000-0002-5930-6456,35963238
0000-0002-5933-2101,35854005
0000-0002-5933-7682,20813246
0000-0002-5934-3257,33982022
0000-0002-5934-7725,35177691
0000-0002-5937-5427,20813246
0000-0002-5939-0459,33071930
0000-0002-5941-406X,32467170
0000-0002-5943-5450,19427517
0000-0002-5943-8723,26448360
0000-0002-5943-8723,29507408
0000-0002-5946-5529,35868812
0000-0002-5950-3003,35868812
0000-0002-5954-469X,32839617
0000-0002-5955-197X,18394479
0000-0002-5956-3137,24204240
0000-0002-5956-3137,27067257
0000-0002-5957-0599,37169979
0000-0002-5959-5796,36867532
0000-0002-5959-6190,32308977
0000-0002-5962-3152,31028116
0000-0002-5964-4527,20813246
0000-0002-5967-2579,29894514
0000-0002-5967-2579,32289319
0000-0002-5970-629X,18394479
0000-0002-5971-0934,35868812
0000-0002-5973-7571,31106284
0000-0002-5973-9825,19427517
0000-0002-5976-2013,19427517
0000-0002-5978-1695,32158520
0000-0002-5981-4047,18394479
0000-0002-5982-1562,33769100
0000-0002-5982-8377,32015543
0000-0002-5983-3782,24745669
0000-0002-5984-9186,35868812
0000-0002-5987-0647,20813246
0000-0002-5988-5945,20813246
0000-0002-5988-7908,31235838
0000-0002-5989-6898,28983044
0000-0002-5992-9418,34999132
0000-0002-5994-6090,24055499
0000-0002-5998-7802,35868812
0000-0002-5998-9744,19427517
0000-0002-5999-2361,35619772
0000-0002-6003-1314,19427517
0000-0002-6005-5228,20813246
0000-0002-6007-0006,34564481
0000-0002-6007-148X,18394479
0000-0002-6007-7187,18946520
0000-0002-6007-7187,24782707
0000-0002-6007-7187,25191224
0000-0002-6007-7187,25759640
0000-0002-6007-7187,27445781
0000-0002-6007-7187,27458345
0000-0002-6007-7187,28360841
0000-0002-6007-7187,28955206
0000-0002-6007-7187,29887679
0000-0002-6007-7187,30559658
0000-0002-6007-7187,31156416
0000-0002-6007-7187,31244635
0000-0002-6007-7187,31787879
0000-0002-6007-7187,32385389
0000-0002-6007-7187,32848628
0000-0002-6007-7187,33071930
0000-0002-6007-7187,33128000
0000-0002-6007-7187,33378395
0000-0002-6007-7187,33594118
0000-0002-6007-7187,33619298
0000-0002-6007-7187,33833674
0000-0002-6007-7187,33897369
0000-0002-6008-4627,19386760
0000-0002-6008-4627,28008068
0000-0002-6010-6697,35630895
0000-0002-6010-8940,33804562
0000-0002-6010-8940,33920189
0000-0002-6010-8940,36769585
0000-0002-6012-4457,28324056
0000-0002-6015-3821,35494840
0000-0002-6018-0483,30002509
0000-0002-6020-1707,20813246
0000-0002-6020-9071,33473113
0000-0002-6027-7517,35868812
0000-0002-6030-2380,35868812
0000-0002-6032-925X,35868812
0000-0002-6035-0235,26137553
0000-0002-6036-1292,25897513
0000-0002-6040-714X,34228108
0000-0002-6042-0934,35868812
0000-0002-6047-2961,35868812
0000-0002-6047-3665,20813246
0000-0002-6053-2952,27021171
0000-0002-6053-2952,27618674
0000-0002-6053-2952,30865900
0000-0002-6059-3413,18394479
0000-0002-6059-4571,18394479
0000-0002-6065-225X,35868812
0000-0002-6066-885X,19427517
0000-0002-6071-5433,34831469
0000-0002-6072-142X,37569727
0000-0002-6077-2155,35868812
0000-0002-6077-4898,19427517
0000-0002-6080-5279,27611214
0000-0002-6084-418X,34395368
0000-0002-6084-418X,36867532
0000-0002-6085-699X,18394479
0000-0002-6086-7357,20052284
0000-0002-6086-755X,34884667
0000-0002-6088-9599,36819109
0000-0002-6089-4670,31817968
0000-0002-6089-9201,36094014
0000-0002-6091-538X,19285472
0000-0002-6091-538X,24907493
0000-0002-6091-538X,26819275
0000-0002-6091-538X,32169206
0000-0002-6095-3634,19427517
0000-0002-6095-8996,28066195
0000-0002-6096-0906,18394479
0000-0002-6097-5155,33328525
0000-0002-6097-5542,20813246
0000-0002-6099-2772,34471670
0000-0002-6101-4129,25972586
0000-0002-6101-4129,26834619
0000-0002-6101-4129,30148703
0000-0002-6101-4129,31897474
0000-0002-6102-3455,19427517
0000-0002-6105-4219,34604701
0000-0002-6105-4219,34616075
0000-0002-6105-4219,35789212
0000-0002-6109-3023,20813246
0000-0002-6113-3929,30971873
0000-0002-6113-661X,20813246
0000-0002-6113-7823,36006873
0000-0002-6114-9584,18394479
0000-0002-6117-3912,26644354
0000-0002-6117-697X,20813246
0000-0002-6119-0165,22119146
0000-0002-6122-9744,26689544
0000-0002-6122-9744,27102657
0000-0002-6122-9744,27991900
0000-0002-6122-9744,31027966
0000-0002-6122-9744,32496194
0000-0002-6122-9744,37776852
0000-0002-6125-7323,18394479
0000-0002-6126-6588,37895835
0000-0002-6127-7754,23719206
0000-0002-6127-7754,36191204
0000-0002-6131-0462,19427517
0000-0002-6138-2917,33894220
0000-0002-6141-6822,26072246
0000-0002-6148-7364,19496174
0000-0002-6150-7011,29324784
0000-0002-6151-2363,26015575
0000-0002-6154-6555,35868812
0000-0002-6154-6555,38295323
0000-0002-6155-2445,26303046
0000-0002-6155-7713,20813246
0000-0002-6155-8679,29895972
0000-0002-6160-3927,36912046
0000-0002-6163-3229,28477384
0000-0002-6165-2219,29574880
0000-0002-6167-0548,35868812
0000-0002-6167-5963,23761740
0000-0002-6167-5963,28690511
0000-0002-6167-5963,33192345
0000-0002-6168-4341,29311848
0000-0002-6171-6008,35452293
0000-0002-6175-1647,30450039
0000-0002-6175-5357,31754098
0000-0002-6176-6806,33854049
0000-0002-6177-5622,37265649
0000-0002-6177-8161,31809699
0000-0002-6177-8161,35322231
0000-0002-6179-1120,26441622
0000-0002-6179-1120,26635545
0000-0002-6179-1120,30100870
0000-0002-6179-8461,30179717
0000-0002-6182-3380,20813246
0000-0002-6182-6848,34455575
0000-0002-6183-6931,33939923
0000-0002-6189-033X,19427517
0000-0002-6189-172X,18394479
0000-0002-6190-6688,33087842
0000-0002-6190-8325,20813246
0000-0002-6192-1626,23809188
0000-0002-6192-1626,27106166
0000-0002-6199-2635,19038224
0000-0002-6205-9249,35868812
0000-0002-6212-0249,38091404
0000-0002-6212-0679,34826825
0000-0002-6215-6305,38274403
0000-0002-6218-9238,30971903
0000-0002-6226-6213,37550300
0000-0002-6227-3894,33689515
0000-0002-6227-6083,18394479
0000-0002-6229-4257,18394479
0000-0002-6230-0266,31024259
0000-0002-6230-1170,18394479
0000-0002-6230-1912,20813246
0000-0002-6231-0851,20813246
0000-0002-6232-7602,35322200
0000-0002-6237-3270,27382147
0000-0002-6239-1807,26074021
0000-0002-6242-6344,23042082
0000-0002-6244-2029,18394479
0000-0002-6246-3962,26137553
0000-0002-6250-1594,32839617
0000-0002-6253-9891,29849137
0000-0002-6256-6312,32526163
0000-0002-6256-8860,33920189
0000-0002-6256-8860,36769585
0000-0002-6263-1356,30161133
0000-0002-6265-8882,26377473
0000-0002-6266-0261,37190616
0000-0002-6267-6909,26725838
0000-0002-6269-6408,35850732
0000-0002-6274-6014,33347447
0000-0002-6276-2516,31197148
0000-0002-6277-236X,27281748
0000-0002-6277-236X,35513720
0000-0002-6280-785X,33180159
0000-0002-6282-7658,19427517
0000-0002-6286-4694,18394479
0000-0002-6286-5064,21837455
0000-0002-6290-553X,33932337
0000-0002-6292-6883,24283978
0000-0002-6294-7051,27232631
0000-0002-6297-034X,20813246
0000-0002-6300-8988,37841892
0000-0002-6304-062X,29875620
0000-0002-6304-062X,30467469
0000-0002-6304-6669,19427517
0000-0002-6309-7327,23843966
0000-0002-6310-3571,28709880
0000-0002-6312-4276,35260862
0000-0002-6316-6708,19427517
0000-0002-6319-9470,29300837
0000-0002-6321-3164,35868812
0000-0002-6321-8889,18394479
0000-0002-6324-0525,19427517
0000-0002-6324-2600,36074778
0000-0002-6325-7861,29206104
0000-0002-6328-7972,23353031
0000-0002-6329-8241,35868812
0000-0002-6339-9261,28855363
0000-0002-6340-7217,38570478
0000-0002-6340-864X,35868812
0000-0002-6345-0266,32385270
0000-0002-6346-1475,20813246
0000-0002-6347-8402,33750455
0000-0002-6348-1994,27102657
0000-0002-6348-1994,27991900
0000-0002-6349-5800,32901033
0000-0002-6349-5800,37278291
0000-0002-6356-3586,18394479
0000-0002-6356-8037,20813246
0000-0002-6363-4014,35985893
0000-0002-6364-4124,23334580
0000-0002-6365-9676,20813246
0000-0002-6366-4512,18394479
0000-0002-6366-5267,18946547
0000-0002-6366-5267,19950390
0000-0002-6366-5267,20797534
0000-0002-6366-5267,21674487
0000-0002-6366-5267,26844832
0000-0002-6366-5267,35260862
0000-0002-6367-8690,36377476
0000-0002-6368-3721,20813246
0000-0002-6369-7859,20813246
0000-0002-6371-6220,27250951
0000-0002-6372-7747,25950610
0000-0002-6374-0343,19427517
0000-0002-6375-0314,37925553
0000-0002-6378-5015,31745093
0000-0002-6382-1426,19409263
0000-0002-6382-1426,20152117
0000-0002-6382-1426,27021173
0000-0002-6384-5049,18394479
0000-0002-6384-8629,37938772
0000-0002-6388-2288,35868812
0000-0002-6390-9022,35868812
0000-0002-6391-1448,20813246
0000-0002-6395-0762,19427517
0000-0002-6395-8107,20813246
0000-0002-6397-5193,20813246
0000-0002-6404-0058,29333233
0000-0002-6404-0058,PPR40623
0000-0002-6404-3558,37376715
0000-0002-6404-7559,34312306
0000-0002-6405-1590,26074781
0000-0002-6406-3700,18394479
0000-0002-6406-8544,18394479
0000-0002-6407-7934,19427517
0000-0002-6411-2517,18394479
0000-0002-6413-0977,19427517
0000-0002-6414-0550,37519888
0000-0002-6417-4566,36550115
0000-0002-6418-1846,26414615
0000-0002-6418-2910,36151304
0000-0002-6418-3323,28817694
0000-0002-6418-7818,35127938
0000-0002-6419-1753,33071930
0000-0002-6421-269X,35868812
0000-0002-6422-8253,35477759
0000-0002-6423-1938,35456893
0000-0002-6423-3765,33658359
0000-0002-6424-8051,25203314
0000-0002-6428-6541,35868812
0000-0002-6429-2423,37528732
0000-0002-6429-869X,24155009
0000-0002-6430-5749,35868812
0000-0002-6432-3656,33568670
0000-0002-6435-1227,26087164
0000-0002-6435-4719,29036719
0000-0002-6438-5734,32872364
0000-0002-6440-5686,18394479
0000-0002-6441-8495,20813246
0000-0002-6444-559X,35013509
0000-0002-6447-9626,34974250
0000-0002-6448-920X,20813246
0000-0002-6450-8159,19427517
0000-0002-6452-495X,35547660
0000-0002-6452-8280,19427517
0000-0002-6453-4816,18394479
0000-0002-6453-5827,35868812
0000-0002-6453-6061,24734019
0000-0002-6454-3245,23500092
0000-0002-6454-3966,31176424
0000-0002-6454-626X,35868812
0000-0002-6457-6848,36513655
0000-0002-6457-7453,30137229
0000-0002-6460-2364,25510509
0000-0002-6460-4167,37225707
0000-0002-6462-5208,28179882
0000-0002-6463-186X,33383554
0000-0002-6464-5700,35868812
0000-0002-6466-5883,26727548
0000-0002-6466-5883,30382198
0000-0002-6468-6393,30106376
0000-0002-6468-6393,35749719
0000-0002-6471-266X,18394479
0000-0002-6471-6062,18394479
0000-0002-6473-5298,31272478
0000-0002-6475-3373,27980099
0000-0002-6476-5390,19427517
0000-0002-6479-4263,34789880
0000-0002-6483-0498,26098896
0000-0002-6483-0498,35947168
0000-0002-6487-7552,19427517
0000-0002-6489-8329,24839870
0000-0002-6489-8329,31373394
0000-0002-6490-3263,35467163
0000-0002-6498-7719,33629031
0000-0002-6498-7719,34211095
0000-0002-6499-7327,32038171
0000-0002-6504-1300,20813246
0000-0002-6505-1197,18394479
0000-0002-6506-6460,31586135
0000-0002-6512-4683,19427517
0000-0002-6514-2013,20669363
0000-0002-6514-561X,29069078
0000-0002-6514-561X,30349457
0000-0002-6514-7789,19427517
0000-0002-6515-9683,20398701
0000-0002-6520-0041,38466779
0000-0002-6520-5125,33932337
0000-0002-6524-1820,34301882
0000-0002-6524-3367,17251143
0000-0002-6524-3367,22465805
0000-0002-6524-3367,24910593
0000-0002-6524-3367,27092061
0000-0002-6524-3367,27683540
0000-0002-6524-3367,28848380
0000-0002-6526-0714,19427517
0000-0002-6527-901X,35985893
0000-0002-6531-118X,20813246
0000-0002-6532-3690,35868812
0000-0002-6532-6787,19427517
0000-0002-6533-164X,33932337
0000-0002-6534-0079,37631975
0000-0002-6536-5401,18394479
0000-0002-6546-2615,24763087
0000-0002-6563-9265,36341477
0000-0002-6565-238X,20813246
0000-0002-6568-340X,18394479
0000-0002-6569-5291,34270411
0000-0002-6569-5689,19427517
0000-0002-6569-9137,19427517
0000-0002-6571-3410,35868812
0000-0002-6574-0988,24323305
0000-0002-6574-0988,25426033
0000-0002-6575-0975,37998402
0000-0002-6575-495X,37578973
0000-0002-6575-5223,32308977
0000-0002-6577-1194,19427517
0000-0002-6579-7589,23153492
0000-0002-6580-5999,PMC4698772
0000-0002-6582-5826,34536352
0000-0002-6582-6458,35477759
0000-0002-6583-2612,37222450
0000-0002-6584-0647,19427517
0000-0002-6588-8878,18394479
0000-0002-6591-5063,27412029
0000-0002-6591-5944,36674825
0000-0002-6598-8262,34807344
0000-0002-6600-4667,29170632
0000-0002-6600-4966,24381280
0000-0002-6601-6289,19427517
0000-0002-6603-6984,18394479
0000-0002-6611-7733,30792635
0000-0002-6611-7733,35847543
0000-0002-6614-0597,20813246
0000-0002-6618-9526,32015543
0000-0002-6620-6285,33227425
0000-0002-6620-6357,20813246
0000-0002-6621-9473,36377463
0000-0002-6623-4833,25680832
0000-0002-6623-4833,27027636
0000-0002-6623-4833,29110344
0000-0002-6623-4833,32694692
0000-0002-6626-2463,30503948
0000-0002-6627-0199,35868812
0000-0002-6627-0199,37851709
0000-0002-6628-0485,30388120
0000-0002-6628-980X,31519874
0000-0002-6628-980X,33184512
0000-0002-6628-980X,34616075
0000-0002-6629-6874,33154347
0000-0002-6630-6411,18394479
0000-0002-6631-1368,18394479
0000-0002-6637-5900,19193711
0000-0002-6637-5900,21982882
0000-0002-6637-5900,22219340
0000-0002-6637-5900,26689544
0000-0002-6637-5900,27102657
0000-0002-6637-5900,27991900
0000-0002-6637-8503,35868812
0000-0002-6638-5658,36232917
0000-0002-6639-2989,27334849
0000-0002-6639-5506,26930293
0000-0002-6639-8133,35868812
0000-0002-6641-288X,32456344
0000-0002-6643-4384,31050662
0000-0002-6645-107X,PPR169740
0000-0002-6645-3235,31787863
0000-0002-6650-3925,19427517
0000-0002-6650-8785,18568015
0000-0002-6650-8785,20589097
0000-0002-6650-8785,22426333
0000-0002-6650-8785,23226832
0000-0002-6650-8785,23385869
0000-0002-6650-8785,27375436
0000-0002-6650-8785,35906433
0000-0002-6651-769X,35868812
0000-0002-6651-8262,29472841
0000-0002-6657-7246,28650114
0000-0002-6663-7931,36654507
0000-0002-6665-7457,30618698
0000-0002-6670-6570,37627800
0000-0002-6670-7362,22284191
0000-0002-6670-7362,28591219
0000-0002-6670-7362,30143573
0000-0002-6670-7362,30382198
0000-0002-6670-7362,31495573
0000-0002-6670-7362,31663507
0000-0002-6670-7362,33495637
0000-0002-6670-7362,36193886
0000-0002-6671-858X,27042293
0000-0002-6671-858X,33227425
0000-0002-6672-033X,33504818
0000-0002-6674-3566,18394479
0000-0002-6676-034X,26575198
0000-0002-6676-2863,36006873
0000-0002-6677-0994,35868812
0000-0002-6677-5488,31474875
0000-0002-6678-3138,24569853
0000-0002-6678-3138,26420784
0000-0002-6678-3138,28528964
0000-0002-6678-3138,28968722
0000-0002-6678-320X,25719367
0000-0002-6678-320X,25996133
0000-0002-6678-320X,26179415
0000-0002-6678-320X,27027636
0000-0002-6678-320X,30894801
0000-0002-6678-320X,31807747
0000-0002-6678-320X,31866398
0000-0002-6678-320X,34387659
0000-0002-6678-320X,34436491
0000-0002-6678-320X,35271865
0000-0002-6678-320X,36375086
0000-0002-6678-320X,36434788
0000-0002-6678-320X,36708434
0000-0002-6679-7441,28659782
0000-0002-6680-3207,20813246
0000-0002-6680-4867,37140691
0000-0002-6680-4867,37465897
0000-0002-6682-1288,19427517
0000-0002-6682-2029,19427517
0000-0002-6682-4841,20813246
0000-0002-6684-7007,33990774
0000-0002-6684-9299,19427517
0000-0002-6687-6780,35868812
0000-0002-6687-8364,20813246
0000-0002-6687-8727,27865453
0000-0002-6688-086X,20347998
