author_uid,article_uid
0000-0001-9835-7662,19427517
0000-0001-9840-0018,31846455
0000-0001-9840-9928,28504679
0000-0001-9843-1877,29593071
0000-0001-9844-7617,37620157
0000-0001-9846-4804,31149400
0000-0001-9849-1466,34437414
0000-0001-9854-5014,26017681
0000-0001-9854-5014,27932970
0000-0001-9856-0150,35069112
0000-0001-9856-0775,20813246
0000-0001-9856-7053,28817694
0000-0001-9856-7790,35868812
0000-0001-9857-9062,30979814
0000-0001-9860-3456,35868812
0000-0001-9862-6818,17517683
0000-0001-9862-6818,20927409
0000-0001-9862-6818,21785736
0000-0001-9862-6818,25386117
0000-0001-9862-6818,26875623
0000-0001-9862-6818,36001978
0000-0001-9866-9535,18394479
0000-0001-9867-1731,36313803
0000-0001-9868-2158,38091404
0000-0001-9869-0203,36316447
0000-0001-9874-2595,36431331
0000-0001-9875-6399,19427517
0000-0001-9875-6460,36234523
0000-0001-9875-6903,19427517
0000-0001-9879-1549,37468561
0000-0001-9884-9050,31272478
0000-0001-9889-5380,36848679
0000-0001-9890-1314,37339989
0000-0001-9891-3569,18394479
0000-0001-9891-6719,24855953
0000-0001-9892-1171,37097993
0000-0001-9893-1505,27862192
0000-0001-9893-1505,30382198
0000-0001-9893-1505,30859571
0000-0001-9893-1505,31495573
0000-0001-9893-1505,32380050
0000-0001-9893-1724,34311067
0000-0001-9893-3025,36823458
0000-0001-9895-0327,35868812
0000-0001-9898-8608,33182669
0000-0001-9899-2965,19427517
0000-0001-9906-4722,25504575
0000-0001-9910-0965,35840580
0000-0001-9910-0965,38514618
0000-0001-9910-1781,30394011
0000-0001-9910-1781,30923504
0000-0001-9910-1781,35665897
0000-0001-9911-2093,20813246
0000-0001-9911-2907,35868812
0000-0001-9912-6954,17517683
0000-0001-9912-6954,18788894
0000-0001-9912-6954,29322238
0000-0001-9912-6954,31807747
0000-0001-9912-8263,30598527
0000-0001-9912-9338,33115929
0000-0001-9919-0040,34756987
0000-0001-9928-7707,20813246
0000-0001-9929-9185,30171525
0000-0001-9931-1834,20813246
0000-0001-9932-3077,18394479
0000-0001-9933-5502,27287386
0000-0001-9935-1887,35868812
0000-0001-9939-2013,33546429
0000-0001-9939-8300,18394479
0000-0001-9948-5535,20813246
0000-0001-9952-2244,32467170
0000-0001-9952-3079,18394479
0000-0001-9955-3702,36613790
0000-0001-9955-6807,32523996
0000-0001-9956-4954,37516373
0000-0001-9957-1257,32015543
0000-0001-9959-3771,27809997
0000-0001-9959-4176,33610553
0000-0001-9960-5752,31270128
0000-0001-9962-075X,23824758
0000-0001-9962-8401,18394479
0000-0001-9964-505X,17124287
0000-0001-9964-505X,17329212
0000-0001-9964-505X,17638926
0000-0001-9964-505X,18046003
0000-0001-9964-505X,18287507
0000-0001-9964-505X,18483841
0000-0001-9964-505X,18801433
0000-0001-9964-505X,19193711
0000-0001-9964-505X,19770187
0000-0001-9964-505X,19956403
0000-0001-9964-505X,20203210
0000-0001-9964-505X,20838653
0000-0001-9964-505X,21808608
0000-0001-9964-505X,22523533
0000-0001-9964-505X,23345240
0000-0001-9964-505X,23469183
0000-0001-9964-505X,26451489
0000-0001-9964-505X,26528143
0000-0001-9964-505X,27664965
0000-0001-9964-505X,29467627
0000-0001-9964-505X,31995757
0000-0001-9964-505X,33037215
0000-0001-9964-505X,PMC3240286
0000-0001-9965-1732,20813246
0000-0001-9966-2335,27404319
0000-0001-9969-4281,29995597
0000-0001-9970-016X,34348157
0000-0001-9972-0718,27498370
0000-0001-9978-8405,20813246
0000-0001-9979-7301,19427517
0000-0001-9984-9706,18394479
0000-0001-9986-1799,35868812
0000-0001-9987-3554,27148038
0000-0001-9987-8291,28873436
0000-0001-9988-8211,31636080
0000-0001-9991-5259,37937368
0000-0001-9991-7289,19427517
0000-0001-9992-5975,21913335
0000-0001-9992-6863,28185058
0000-0001-9992-6863,37069271
0000-0001-9992-7532,18394479
0000-0001-9992-9167,34758329
0000-0001-9995-926X,18394479
0000-0001-9998-1563,37902086
0000-0002-0001-7713,20813246
0000-0002-0003-0475,36477886
0000-0002-0005-0134,18394479
0000-0002-0005-8718,21187899
0000-0002-0008-3753,38134874
0000-0002-0008-6890,26575198
0000-0002-0010-0453,35868812
0000-0002-0010-6628,28449024
0000-0002-0012-0614,18394479
0000-0002-0020-9379,24105342
0000-0002-0024-3366,18394479
0000-0002-0024-8968,19427517
0000-0002-0025-3847,35868812
0000-0002-0026-9902,19427517
0000-0002-0031-526X,26891984
0000-0002-0031-5569,19427517
0000-0002-0033-8197,28177082
0000-0002-0033-8197,31974304
0000-0002-0033-8197,34653178
0000-0002-0034-3930,18394479
0000-0002-0034-4036,29206104
0000-0002-0035-7005,28342942
0000-0002-0037-1448,18394479
0000-0002-0039-1967,18982120
0000-0002-0039-1967,21191475
0000-0002-0039-1967,21423407
0000-0002-0039-1967,24104404
0000-0002-0040-1766,33190601
0000-0002-0043-5819,35868812
0000-0002-0043-7531,24734019
0000-0002-0043-8921,34573763
0000-0002-0048-4178,35868812
0000-0002-0052-1901,35977514
0000-0002-0052-5793,19427517
0000-0002-0053-0058,35868812
0000-0002-0053-4390,35283735
0000-0002-0055-1828,18394479
0000-0002-0056-6464,36543610
0000-0002-0056-6464,38402188
0000-0002-0056-6464,38536752
0000-0002-0056-7862,35788684
0000-0002-0057-1060,35544518
0000-0002-0058-9519,25559130
0000-0002-0058-9519,25729362
0000-0002-0060-3798,20813246
0000-0002-0061-0816,35868812
0000-0002-0068-3652,23999572
0000-0002-0068-3652,30559644
0000-0002-0070-4484,34149369
0000-0002-0072-926X,27928656
0000-0002-0072-926X,30635864
0000-0002-0072-926X,31396858
0000-0002-0072-926X,32844332
0000-0002-0072-926X,35851944
0000-0002-0073-8828,37379446
0000-0002-0074-9789,20813246
0000-0002-0076-4946,35868812
0000-0002-0078-8163,25695777
0000-0002-0079-7385,31754098
0000-0002-0081-0068,26711685
0000-0002-0081-0922,20813246
0000-0002-0085-7325,33085556
0000-0002-0086-8657,19427517
0000-0002-0089-744X,28847809
0000-0002-0093-4490,22542191
0000-0002-0093-4490,23596383
0000-0002-0093-4490,28287541
0000-0002-0098-0948,36292339
0000-0002-0099-7491,32523996
0000-0002-0099-8582,20813246
0000-0002-0101-0249,25683259
0000-0002-0101-2455,25247368
0000-0002-0101-7803,26137553
0000-0002-0106-6322,24734019
0000-0002-0108-8599,21943598
0000-0002-0108-8599,23385869
0000-0002-0109-0293,32867863
0000-0002-0110-9003,20813246
0000-0002-0113-8162,19427517
0000-0002-0115-1930,21779239
0000-0002-0118-9816,23395372
0000-0002-0118-9816,25414639
0000-0002-0119-3276,28456584
0000-0002-0119-3276,30305712
0000-0002-0119-3276,33932337
0000-0002-0122-5258,31555117
0000-0002-0122-6138,19427517
0000-0002-0126-461X,23312517
0000-0002-0126-461X,35711315
0000-0002-0126-9218,35868812
0000-0002-0134-8717,33113364
0000-0002-0141-5174,19427517
0000-0002-0141-5510,29982501
0000-0002-0143-4324,30065634
0000-0002-0147-6997,29976625
0000-0002-0148-8023,33513130
0000-0002-0148-8023,35986836
0000-0002-0148-8023,36225653
0000-0002-0152-3829,19427517
0000-0002-0152-7854,25467527
0000-0002-0152-7854,28060929
0000-0002-0152-7854,28066195
0000-0002-0152-7854,28986578
0000-0002-0155-6241,25082707
0000-0002-0156-8226,18394479
0000-0002-0156-8410,36173095
0000-0002-0158-2693,36996813
0000-0002-0160-6472,21430164
0000-0002-0160-6472,25031410
0000-0002-0160-6472,25448920
0000-0002-0162-2149,20813246
0000-0002-0165-6429,29298868
0000-0002-0167-3309,27458345
0000-0002-0170-9172,30937439
0000-0002-0173-9080,30201843
0000-0002-0176-5502,27630556
0000-0002-0178-1094,29676260
0000-0002-0178-5685,35868812
0000-0002-0183-2074,26052282
0000-0002-0183-2277,27555660
0000-0002-0187-002X,18394479
0000-0002-0189-2800,19427517
0000-0002-0189-4347,25107853
0000-0002-0189-4347,29276477
0000-0002-0189-4347,31754098
0000-0002-0190-5448,27994539
0000-0002-0190-9414,36984809
0000-0002-0191-634X,35625044
0000-0002-0193-568X,19427517
0000-0002-0195-6771,26720258
0000-0002-0196-2370,27920095
0000-0002-0196-3779,35039510
0000-0002-0199-2748,35252951
0000-0002-0199-4727,26612957
0000-0002-0199-4727,27609883
0000-0002-0204-6278,18394479
0000-0002-0205-5238,18394479
0000-0002-0208-3511,23482083
0000-0002-0208-3511,28928479
0000-0002-0209-5379,19427517
0000-0002-0216-1735,38514618
0000-0002-0217-5483,20813246
0000-0002-0220-9110,18394479
0000-0002-0222-3035,30507088
0000-0002-0222-3035,33937378
0000-0002-0223-2660,35868812
0000-0002-0226-7855,32814795
0000-0002-0227-4692,26575198
0000-0002-0233-1757,30127025
0000-0002-0234-8612,33937378
0000-0002-0237-1636,20813246
0000-0002-0238-2976,36463186
0000-0002-0239-8206,35440709
0000-0002-0241-5627,35868812
0000-0002-0242-7505,33990774
0000-0002-0246-6029,35868812
0000-0002-0246-6301,34616075
0000-0002-0247-1362,18946516
0000-0002-0247-1362,19225587
0000-0002-0247-1362,20407636
0000-0002-0247-1362,23950699
0000-0002-0247-1362,24465520
0000-0002-0247-1362,24863422
0000-0002-0250-0354,32437449
0000-0002-0251-9338,18394479
0000-0002-0253-0027,20813246
0000-0002-0254-009X,27448941
0000-0002-0254-3274,23552948
0000-0002-0254-3274,25652823
0000-0002-0255-722X,28624435
0000-0002-0258-7410,28381924
0000-0002-0260-4532,35216674
0000-0002-0264-8535,18394479
0000-0002-0268-2880,17414974
0000-0002-0268-2880,17414975
0000-0002-0272-5254,35868812
0000-0002-0272-7284,28638123
0000-0002-0272-7284,31410375
0000-0002-0273-4898,34616075
0000-0002-0273-8960,38636794
0000-0002-0273-9242,34301239
0000-0002-0277-1744,36151304
0000-0002-0280-7022,34851292
0000-0002-0280-7022,35216674
0000-0002-0280-7866,20813246
0000-0002-0280-8260,35868812
0000-0002-0282-7832,27991900
0000-0002-0285-4937,35868812
0000-0002-0286-8669,24782713
0000-0002-0288-9697,35868812
0000-0002-0289-3565,20813246
0000-0002-0290-5597,35351101
0000-0002-0291-1567,32103826
0000-0002-0291-4215,24187539
0000-0002-0292-5985,30873555
0000-0002-0292-7972,35448463
0000-0002-0293-1410,20813246
0000-0002-0295-4751,19427517
0000-0002-0298-4571,20813246
0000-0002-0300-3333,32015543
0000-0002-0304-3271,24007804
0000-0002-0306-0477,36421877
0000-0002-0306-8970,18394479
0000-0002-0309-604X,28531339
0000-0002-0316-5236,35868812
0000-0002-0317-1353,34134979
0000-0002-0324-4997,19427517
0000-0002-0325-882X,23596410
0000-0002-0325-882X,25400552
0000-0002-0325-882X,28018202
0000-0002-0325-882X,38667842
0000-0002-0326-5878,31182715
0000-0002-0327-5128,18394479
0000-0002-0329-9875,29057906
0000-0002-0330-577X,37629512
0000-0002-0332-3273,30210274
0000-0002-0338-5909,18394479
0000-0002-0340-0128,32278058
0000-0002-0342-9051,23358557
0000-0002-0344-8682,30291244
0000-0002-0346-0710,35868812
0000-0002-0347-3052,35868812
0000-0002-0348-0834,18394479
0000-0002-0349-4179,20813246
0000-0002-0352-0488,19427517
0000-0002-0352-0648,29753105
0000-0002-0352-5801,18394479
0000-0002-0360-8367,19605636
0000-0002-0365-9068,20669363
0000-0002-0365-9068,20802489
0000-0002-0365-9068,23630284
0000-0002-0365-9068,24808858
0000-0002-0365-9068,25810482
0000-0002-0367-9149,26946128
0000-0002-0369-8788,27334849
0000-0002-0370-6127,19427517
0000-0002-0371-7782,28817694
0000-0002-0374-0210,30225359
0000-0002-0374-6161,35868812
0000-0002-0377-2378,35868812
0000-0002-0380-2450,35237122
0000-0002-0381-1170,20813246
0000-0002-0381-1576,18946520
0000-0002-0381-1576,24782707
0000-0002-0381-1576,32155701
0000-0002-0381-1576,33128000
0000-0002-0381-1576,36551941
0000-0002-0381-1576,38177882
0000-0002-0381-4910,35868812
0000-0002-0392-364X,18394479
0000-0002-0395-039X,34709562
0000-0002-0397-2548,37653922
0000-0002-0397-7840,35868812
0000-0002-0398-3271,19427517
0000-0002-0401-7286,32459560
0000-0002-0402-286X,36996813
0000-0002-0404-8656,19129936
0000-0002-0404-8656,20195795
0000-0002-0404-8656,21031031
0000-0002-0404-8656,23129998
0000-0002-0404-8656,23133368
0000-0002-0404-8656,25346682
0000-0002-0404-8656,26283954
0000-0002-0404-8656,26441628
0000-0002-0404-8656,28596730
0000-0002-0404-8656,29503613
0000-0002-0404-8656,30976604
0000-0002-0405-0502,37217724
0000-0002-0407-6200,20813246
0000-0002-0408-0082,20813246
0000-0002-0408-2504,35868812
0000-0002-0415-1135,19427517
0000-0002-0415-6083,24137110
0000-0002-0415-6083,24647950
0000-0002-0415-6083,26234885
0000-0002-0415-6083,26331027
0000-0002-0417-5647,35516798
0000-0002-0420-0216,36966143
0000-0002-0421-0721,35477759
0000-0002-0421-8301,23312517
0000-0002-0422-3637,18394479
0000-0002-0422-6651,34613782
0000-0002-0426-5028,26052282
0000-0002-0426-5028,31211786
0000-0002-0426-9416,33669656
0000-0002-0427-0003,27989675
0000-0002-0427-547X,27535462
0000-0002-0427-8523,29674729
0000-0002-0429-4849,20813246
0000-0002-0430-3223,27373836
0000-0002-0434-4201,20204142
0000-0002-0436-9396,19427517
0000-0002-0440-1704,18802437
0000-0002-0440-3005,18394479
0000-0002-0441-2120,18394479
0000-0002-0441-3908,30397112
0000-0002-0449-5464,32913107
0000-0002-0449-6272,35868812
0000-0002-0454-4246,31551250
0000-0002-0456-1185,28270761
0000-0002-0456-1185,29670517
0000-0002-0456-1185,33170856
0000-0002-0456-1185,35471536
0000-0002-0456-1185,36959372
0000-0002-0456-1185,37133688
0000-0002-0456-1214,33665184
0000-0002-0457-6379,28012274
0000-0002-0459-7911,29740280
0000-0002-0459-7911,31297048
0000-0002-0460-9927,19427517
0000-0002-0465-4816,20813246
0000-0002-0467-0170,19427517
0000-0002-0467-3240,31790384
0000-0002-0470-8722,21445327
0000-0002-0470-8722,22589699
0000-0002-0471-4081,33048047
0000-0002-0471-9317,26143660
0000-0002-0472-6605,20813246
0000-0002-0473-148X,35662903
0000-0002-0475-6492,22750156
0000-0002-0475-6492,25129044
0000-0002-0478-6755,28939860
0000-0002-0480-1505,35868812
0000-0002-0481-2554,33253140
0000-0002-0489-4924,33594118
0000-0002-0489-4924,38168772
0000-0002-0489-6786,18394479
0000-0002-0489-7455,27498872
0000-0002-0492-1961,33058767
0000-0002-0496-7249,18394479
0000-0002-0497-9346,35868812
0000-0002-0499-3236,37239302
0000-0002-0503-6139,35868812
0000-0002-0505-6316,33627658
0000-0002-0506-6290,35868812
0000-0002-0506-7752,27980099
0000-0002-0510-9529,29058678
0000-0002-0512-2934,20813246
0000-0002-0517-7943,20813246
0000-0002-0523-926X,23294972
0000-0002-0527-4823,19427517
0000-0002-0528-8926,28591797
0000-0002-0534-5142,18394479
0000-0002-0539-7671,23159599
0000-0002-0545-9019,20813246
0000-0002-0547-0453,30001424
0000-0002-0547-8842,27351022
0000-0002-0548-5145,29557782
0000-0002-0548-6586,32872364
0000-0002-0549-6346,20813246
0000-0002-0550-0739,20195795
0000-0002-0550-0739,21808608
0000-0002-0550-0739,28827326
0000-0002-0550-0739,28863150
0000-0002-0550-0739,29467627
0000-0002-0550-0739,29740372
0000-0002-0550-0739,32321828
0000-0002-0550-0739,34282528
0000-0002-0550-0739,34709562
0000-0002-0550-0739,34744638
0000-0002-0550-0739,35792600
0000-0002-0550-0739,37723170
0000-0002-0550-1627,36035443
0000-0002-0551-9587,18394479
0000-0002-0554-7510,22365553
0000-0002-0557-5677,35868812
0000-0002-0565-7146,35868812
0000-0002-0565-7680,20813246
0000-0002-0569-991X,18394479
0000-0002-0575-0383,18394479
0000-0002-0576-6166,33087842
0000-0002-0576-7476,18394479
0000-0002-0577-5193,24706574
0000-0002-0579-1628,35868812
0000-0002-0580-9875,31252287
0000-0002-0581-2003,19427517
0000-0002-0581-851X,28394324
0000-0002-0581-851X,30067978
0000-0002-0582-6114,18394479
0000-0002-0582-6958,26996084
0000-0002-0583-1335,28475719
0000-0002-0585-6575,22753490
0000-0002-0587-9355,27373836
0000-0002-0588-7478,29507147
0000-0002-0588-957X,23199930
0000-0002-0593-4449,18394479
0000-0002-0602-6485,33931638
0000-0002-0602-6485,38570478
0000-0002-0607-1059,32523996
0000-0002-0608-5151,24462103
0000-0002-0610-0497,37686396
0000-0002-0612-9126,35868812
0000-0002-0614-3905,18394479
0000-0002-0615-4428,18394479
0000-0002-0616-6074,26106301
0000-0002-0617-0137,18394479
0000-0002-0618-1442,35868812
0000-0002-0621-2907,33932337
0000-0002-0625-172X,32458050
0000-0002-0626-5048,27458345
0000-0002-0626-5048,28223930
0000-0002-0630-4342,18394479
0000-0002-0632-4538,29197563
0000-0002-0632-7296,24706574
0000-0002-0636-189X,20813246
0000-0002-0637-4527,36316447
0000-0002-0640-8467,35868812
0000-0002-0640-9531,36146344
0000-0002-0641-6213,35868812
0000-0002-0642-9452,36672895
0000-0002-0643-8404,32027647
0000-0002-0643-8404,32473095
0000-0002-0643-8404,34244361
0000-0002-0647-5475,18394479
0000-0002-0647-5475,35868812
0000-0002-0647-8270,35399834
0000-0002-0648-5921,36196123
0000-0002-0648-7468,25928094
0000-0002-0651-0699,19427517
0000-0002-0653-3751,30334186
0000-0002-0653-480X,18568015
0000-0002-0653-480X,26377106
0000-0002-0654-387X,35477759
0000-0002-0654-563X,29396478
0000-0002-0655-8289,34093866
0000-0002-0657-7375,18394479
0000-0002-0658-8760,37012519
0000-0002-0659-3228,23825320
0000-0002-0659-3228,36017976
0000-0002-0662-9729,20813246
0000-0002-0663-7825,20813246
0000-0002-0664-0397,33823533
0000-0002-0666-935X,36834621
0000-0002-0668-2853,37578650
0000-0002-0669-1266,18394479
0000-0002-0671-9644,19427517
0000-0002-0675-3201,34637748
0000-0002-0675-3981,25950610
0000-0002-0675-3981,26476852
0000-0002-0675-3981,28386392
0000-0002-0675-3981,30135559
0000-0002-0675-3981,30971902
0000-0002-0675-3981,32637245
0000-0002-0675-3981,32733210
0000-0002-0675-3981,32868776
0000-0002-0675-3981,35602972
0000-0002-0689-5656,20813246
0000-0002-0689-6747,35868812
0000-0002-0690-6941,33932337
0000-0002-0692-500X,31297048
0000-0002-0694-2459,19427517
0000-0002-0695-6025,30179717
0000-0002-0698-5678,35332084
0000-0002-0699-5825,34315911
0000-0002-0700-3349,24336718
0000-0002-0700-7745,35868812
0000-0002-0704-3148,27574309
0000-0002-0705-5325,29224183
0000-0002-0706-2867,32308977
0000-0002-0708-6914,30146317
0000-0002-0709-5976,30446533
0000-0002-0709-9598,33192315
0000-0002-0709-9598,35441590
0000-0002-0709-9598,37902086
0000-0002-0711-3695,29324784
0000-0002-0713-0903,35237122
0000-0002-0719-8000,19765834
0000-0002-0719-8916,18394479
0000-0002-0720-0932,35868812
0000-0002-0720-8897,22878719
0000-0002-0721-4744,35039510
0000-0002-0724-3596,19015370
0000-0002-0724-3596,22718616
0000-0002-0724-3596,24904071
0000-0002-0725-5159,30285293
0000-0002-0725-7787,18394479
0000-0002-0732-2972,34202473
0000-0002-0733-3591,36123820
0000-0002-0735-2709,29495663
0000-0002-0735-2709,36926089
0000-0002-0739-6947,29162696
0000-0002-0740-2104,18394479
0000-0002-0741-9424,37252963
0000-0002-0743-0869,27498370
0000-0002-0744-7919,20813246
0000-0002-0745-5089,27282653
0000-0002-0745-596X,22991468
0000-0002-0749-7473,19427517
0000-0002-0750-3407,23213221
0000-0002-0750-3407,26150784
0000-0002-0750-3407,37776852
0000-0002-0751-3082,26613567
0000-0002-0752-3301,20813246
0000-0002-0753-4561,33158189
0000-0002-0761-0288,20813246
0000-0002-0766-186X,20813246
0000-0002-0768-3778,29792820
0000-0002-0768-6549,26916700
0000-0002-0772-3653,35868812
0000-0002-0777-1997,19427517
0000-0002-0778-9855,28041634
0000-0002-0778-9855,31472001
0000-0002-0779-6545,29220439
0000-0002-0781-1442,35868812
0000-0002-0784-4113,32308977
0000-0002-0784-8640,20813246
0000-0002-0788-1037,20813246
0000-0002-0788-2400,19427517
0000-0002-0788-3382,18394479
0000-0002-0791-357X,36573454
0000-0002-0792-3460,26779909
0000-0002-0792-3460,30388120
0000-0002-0795-0696,33742131
0000-0002-0795-2931,20813246
0000-0002-0799-0460,26538660
0000-0002-0799-6037,27698428
0000-0002-0801-1543,18394479
0000-0002-0803-4817,27589961
0000-0002-0803-4817,29036270
0000-0002-0803-4817,36197453
0000-0002-0805-2775,24734019
0000-0002-0805-827X,31027966
0000-0002-0805-827X,32584517
0000-0002-0807-9652,25869033
0000-0002-0808-1058,35947168
0000-0002-0810-8812,19427517
0000-0002-0812-0352,22710612
0000-0002-0812-0352,25012382
0000-0002-0812-0352,27498370
0000-0002-0812-0352,29574880
0000-0002-0812-3318,31209381
0000-0002-0812-3318,35271334
0000-0002-0816-6844,37577985
0000-0002-0817-1862,35868812
0000-0002-0827-0190,36996813
0000-0002-0829-4790,32946433
0000-0002-0829-4993,19427517
0000-0002-0831-8326,30369875
0000-0002-0838-4155,28211501
0000-0002-0840-1437,33158189
0000-0002-0842-3054,35078946
0000-0002-0844-6619,30033599
0000-0002-0845-1370,35868812
0000-0002-0845-9444,28324056
0000-0002-0846-0584,22034427
0000-0002-0846-0584,28703129
0000-0002-0846-0584,30389944
0000-0002-0849-9040,30181516
0000-0002-0854-2942,35868812
0000-0002-0856-4666,32765220
0000-0002-0856-4666,34149387
0000-0002-0857-029X,26819275
0000-0002-0857-029X,29311610
0000-0002-0857-029X,32169206
0000-0002-0857-256X,20813246
0000-0002-0857-6931,17629781
0000-0002-0859-4582,28728024
0000-0002-0859-876X,25339864
0000-0002-0860-6686,26523124
0000-0002-0863-1179,36142719
0000-0002-0867-8436,35868812
0000-0002-0867-8989,18394479
0000-0002-0871-6076,32572236
0000-0002-0875-7759,30998185
0000-0002-0878-0529,32116636
0000-0002-0878-735X,18394479
0000-0002-0879-8024,20813246
0000-0002-0880-3057,18394479
0000-0002-0886-3113,26891382
0000-0002-0887-2933,36070028
0000-0002-0889-2707,32795398
0000-0002-0889-7700,18394479
0000-0002-0890-3832,20813246
0000-0002-0892-6364,18394479
0000-0002-0894-5856,36234792
0000-0002-0898-6279,20813246
0000-0002-0899-3890,18394479
0000-0002-0899-9379,35868812
0000-0002-0901-720X,20813246
0000-0002-0903-494X,26543902
0000-0002-0904-8145,18394479
0000-0002-0905-262X,35868812
0000-0002-0905-7594,18394479
0000-0002-0906-9894,36056151
0000-0002-0908-8091,34152032
0000-0002-0909-4707,22342970
0000-0002-0912-2579,35868812
0000-0002-0923-8475,33931638
0000-0002-0928-2441,18394479
0000-0002-0930-7346,27929058
0000-0002-0930-7346,38694514
0000-0002-0932-1690,27105623
0000-0002-0933-6411,35868812
0000-0002-0935-6121,32253526
0000-0002-0935-9015,27325058
0000-0002-0935-9322,28707628
0000-0002-0935-9322,35669596
0000-0002-0936-9774,28942923
0000-0002-0936-9774,29491377
0000-0002-0936-9774,30654233
0000-0002-0936-9774,34765918
0000-0002-0939-2659,35868812
0000-0002-0941-714X,20813246
0000-0002-0943-2577,35868812
0000-0002-0946-4608,29954847
0000-0002-0946-4608,37357231
0000-0002-0947-8516,35584693
0000-0002-0947-9172,27526206
0000-0002-0947-9172,29993122
0000-0002-0947-9172,32077852
0000-0002-0949-046X,27698038
0000-0002-0949-4188,33248437
0000-0002-0950-7460,21220766
0000-0002-0950-7460,23385869
0000-0002-0950-7460,23760350
0000-0002-0950-7460,24650498
0000-0002-0950-7460,26853302
0000-0002-0950-7460,27199670
0000-0002-0950-7460,27609882
0000-0002-0954-4122,28266594
0000-0002-0955-526X,29523815
0000-0002-0955-526X,32027647
0000-0002-0955-526X,36377476
0000-0002-0955-5702,33510245
0000-0002-0955-7791,20813246
0000-0002-0958-7181,19427517
0000-0002-0958-7595,23658183
0000-0002-0958-7595,34215734
0000-0002-0960-6274,38134874
0000-0002-0964-676X,31658260
0000-0002-0964-676X,34022302
0000-0002-0964-676X,34647039
0000-0002-0964-676X,34746623
0000-0002-0964-676X,35513471
0000-0002-0964-676X,36196621
0000-0002-0964-676X,36316800
0000-0002-0964-676X,37339321
0000-0002-0964-676X,37663748
0000-0002-0964-676X,37973857
0000-0002-0964-676X,38070153
0000-0002-0964-676X,38378961
0000-0002-0968-8927,35853724
0000-0002-0969-0066,36624100
0000-0002-0970-1060,37638222
0000-0002-0970-2821,35868812
0000-0002-0973-1868,28666633
0000-0002-0974-0457,20813246
0000-0002-0974-4626,35868812
0000-0002-0975-7910,35868812
0000-0002-0979-4447,19427517
0000-0002-0984-2373,18394479
0000-0002-0985-7268,19427517
0000-0002-0989-2581,20813246
0000-0002-0992-3210,22467830
0000-0002-0994-7706,35868812
0000-0002-0996-790X,34845987
0000-0002-0998-8372,20813246
0000-0002-0998-9770,37235473
0000-0002-0999-4588,18394479
0000-0002-1001-8082,18394479
0000-0002-1002-7288,35868812
0000-0002-1007-9061,23630284
0000-0002-1007-9061,24808858
0000-0002-1007-9061,25810482
0000-0002-1007-9061,29069078
0000-0002-1007-9061,29357465
0000-0002-1007-9061,30349457
0000-0002-1007-9061,31211786
0000-0002-1007-9061,33746712
0000-0002-1007-9061,33941783
0000-0002-1007-9061,35267146
0000-0002-1007-9061,36377463
0000-0002-1008-1057,32245948
0000-0002-1008-3407,29118459
0000-0002-1008-6886,19427517
0000-0002-1009-2549,31642401
0000-0002-1012-3616,36551143
0000-0002-1013-3013,38466752
0000-0002-1013-3013,PPR621528
0000-0002-1013-3013,PPR661868
0000-0002-1013-3013,PPR703541
0000-0002-1015-1772,19657336
0000-0002-1016-1970,29110344
0000-0002-1022-1355,29396478
0000-0002-1022-1355,30504921
0000-0002-1022-4783,28605770
0000-0002-1027-422X,28539396
0000-0002-1027-422X,29924713
0000-0002-1029-0158,23798391
0000-0002-1030-824X,21666125
0000-0002-1030-824X,23702834
0000-0002-1034-606X,19765834
0000-0002-1034-606X,32321772
0000-0002-1036-6386,19427517
0000-0002-1039-4985,27571192
0000-0002-1040-8013,18394479
0000-0002-1041-3963,27965548
0000-0002-1043-8415,20843898
0000-0002-1044-3935,20813246
0000-0002-1044-7848,35868812
0000-0002-1045-1337,25359633
0000-0002-1045-1337,27840212
0000-0002-1046-1201,36627284
0000-0002-1046-1201,36640337
0000-0002-1049-1697,28102827
0000-0002-1050-9981,35545713
0000-0002-1051-318X,35868812
0000-0002-1051-9952,18394479
0000-0002-1055-1645,37824576
0000-0002-1061-1716,37175391
0000-0002-1061-4909,31695603
0000-0002-1063-6737,24046077
0000-0002-1063-6737,25429134
0000-0002-1064-7057,35868812
0000-0002-1066-5677,29036719
0000-0002-1066-5845,20813246
0000-0002-1067-4178,20813246
0000-0002-1068-7649,35868812
0000-0002-1070-7128,19427517
0000-0002-1070-7929,20828990
0000-0002-1070-7929,25203314
0000-0002-1070-7929,26819275
0000-0002-1070-7929,33769100
0000-0002-1071-3077,35868812
0000-0002-1075-9374,19427517
0000-0002-1076-1220,27965548
0000-0002-1076-2768,20813246
0000-0002-1080-8439,37511595
0000-0002-1086-000X,35868812
0000-0002-1086-4369,35277864
0000-0002-1087-0443,28655149
0000-0002-1088-7077,38280859
0000-0002-1088-8029,33007242
0000-0002-1089-5675,26176664
0000-0002-1089-5675,33982022
0000-0002-1089-5675,35654800
0000-0002-1089-5675,36310173
0000-0002-1089-5675,37558704
0000-0002-1090-579X,35868812
0000-0002-1096-1783,33319174
0000-0002-1097-8331,20813246
0000-0002-1097-9326,35868812
0000-0002-1103-0649,24734019
0000-0002-1104-2666,25114234
0000-0002-1109-8838,25601828
0000-0002-1112-5832,29766767
0000-0002-1114-8081,29694281
0000-0002-1116-9229,21423512
