article_uid_source,article_uid_target
36952558,30222740
37008680,30222740
36905484,30222740
36627284,30222740
36506817,30222740
36201674,30222740
36225653,30222740
35974119,30222740
35857898,30222740
35452457,30222740
35293858,30222740
35434280,30222740
34999132,30222740
35471543,30222740
34512300,30222740
34342171,30222740
34399375,30222740
34282528,30222740
34177555,30222740
34149387,30222740
33828151,30222740
33997798,30222740
33513130,30222740
32648042,30222740
33053337,30222740
33013341,30222740
32872364,30222740
32612513,30222740
32520422,30222740
32385389,30222740
32321828,30222740
31941985,30222740
31941884,30222740
31900587,30222740
31784578,30222740
31658260,30222740
31468241,30222740
31301166,30222740
31095552,30222740
30702427,30222740
38570661,30161133
38477670,30161133
38496029,30161133
37729344,30161133
37550353,30161133
37216640,30161133
36984809,30161133
35980072,30161133
36562984,30161133
36375086,30161133
35718260,30161133
35589612,30161133
34858137,30161133
33367607,30161133
33716677,30161133
32657395,30161133
32499676,30161133
32277382,30161133
31807747,30161133
32694692,30161133
33176438,30161133
31846455,30161133
31586135,30161133
30894801,30161133
30675919,30161133
30319342,30161133
38394339,30008663
38168772,30008663
38091404,30008663
37804250,30008663
37824607,30008663
37860223,30008663
37723170,30008663
37731775,30008663
37455478,30008663
37414554,30008663
37137938,30008663
35802476,30008663
36792753,30008663
36745683,30008663
37962801,30008663
36218068,30008663
36031184,30008663
35947954,30008663
35906433,30008663
35803714,30008663
35610025,30008663
34550325,30008663
35310088,30008663
35041645,30008663
35069126,30008663
34733636,30008663
33999122,30008663
33723567,30008663
34117272,30008663
33958990,30008663
33776739,30008663
33068000,30008663
33282551,30008663
33344723,30008663
33122691,30008663
32390819,30008663
31268532,30008663
31941884,30008663
31809699,30008663
31551707,30008663
31286407,30008663
38605024,29502867
37916772,29502867
37555826,29502867
36405503,29502867
36214373,29502867
35841144,29502867
35877876,29502867
35451442,29502867
35085786,29502867
35054543,29502867
34617538,29502867
34437414,29502867
34315910,29502867
34203472,29502867
34135326,29502867
34072622,29502867
33475352,29502867
33610553,29502867
33378379,29502867
33298927,29502867
33248130,29502867
32388640,29502867
32467170,29502867
32385270,29502867
31869760,29502867
31614907,29502867
31396522,29502867
31237563,29502867
30623647,29502867
30345009,29502867
PPR56722,29502867
30181516,29502867
29866658,29502867
29752898,29502867
38745556,27710767
38437226,27710767
38396202,27710767
38394339,27710767
38262413,27710767
38168772,27710767
38134874,27710767
37860223,27710767
37731775,27710767
37567768,27710767
37443107,27710767
37602224,27710767
37083703,27710767
35802476,27710767
36792753,27710767
36745683,27710767
36701235,27710767
37962801,27710767
37962793,27710767
36590377,27710767
36377463,27710767
36218068,27710767
36142719,27710767
36117080,27710767
35757096,27710767
35610025,27710767
35441590,27710767
35362411,27710767
35217544,27710767
35295578,27710767
35041645,27710767
35087390,27710767
35069126,27710767
34747144,27710767
34616067,27710767
34566587,27710767
34534454,27710767
34387544,27710767
33723567,27710767
33941783,27710767
33776739,27710767
33679362,27710767
33470930,27710767
33068000,27710767
33282551,27710767
33122691,27710767
33192345,27710767
32846139,27710767
32733229,27710767
32496194,27710767
32392467,27710767
32160555,27710767
31268532,27710767
31941884,27710767
31916939,27710767
31920559,27710767
31761708,27710767
31498083,27710767
31399533,27710767
31354435,27710767
31272478,27710767
31268830,27710767
31024259,27710767
30971903,27710767
30828294,27710767
30561325,27710767
30156296,27710767
30291244,27710767
30065634,27710767
30225348,27710767
30008663,27710767
29897896,27710767
29849137,27710767
29694902,27710767
29276477,27710767
28968789,27710767
28360841,27710767
28348514,27710767
38626210,27375471
38396202,27375471
38164611,27375471
38168772,27375471
37989589,27375471
38130870,27375471
38130706,27375471
38025966,27375471
37953946,27375471
37824618,27375471
37904732,27375471
38035193,27375471
37516373,27375471
36867532,27375471
35802476,27375471
36817648,27375471
36567262,27375471
36627284,27375471
36577383,27375471
36387305,27375471
36201674,27375471
36225653,27375471
35947954,27375471
35857898,27375471
35792600,27375471
35832575,27375471
35784184,27375471
35650191,27375471
35720775,27375471
35452457,27375471
35402905,27375471
35040779,27375471
34968385,27375471
34851292,27375471
34728257,27375471
34744638,27375471
34778727,27375471
34630046,27375471
34506834,27375471
34512300,27375471
34282528,27375471
34149387,27375471
33594118,27375471
33513130,27375471
33494860,27375471
33378395,27375471
33046549,27375471
33093823,27375471
32940606,27375471
32520422,27375471
32160555,27375471
31974304,27375471
31941884,27375471
31545787,27375471
31439838,27375471
31440153,27375471
31095552,27375471
31116972,27375471
31025934,27375471
30618696,27375471
30618549,27375471
30356701,27375471
30222740,27375471
29924904,27375471
30108495,27375471
29459718,27375471
29165247,27375471
28739119,27375471
28360841,27375471
27760819,27375471
27610080,27375471
38626210,25205662
38660672,25205662
38309313,25205662
37222450,25205662
37036854,25205662
36567262,25205662
36341568,25205662
34628499,25205662
34530440,25205662
34748532,25205662
33656578,25205662
32729828,25205662
32393820,25205662
32595950,25205662
31784285,25205662
31616272,25205662
31133838,25205662
30999534,25205662
30475994,25205662
30504787,25205662
30008663,25205662
29934400,25205662
28993204,25205662
28970791,25205662
28367964,25205662
27611214,25205662
26949748,25205662
26512104,25205662
25595180,25205662
38632400,25995352
38371496,25995352
37095130,25995352
36848679,25995352
37040493,25995352
36387305,25995352
36103781,25995352
35053786,25995352
34506834,25995352
33749727,25995352
33075762,25995352
33348660,25995352
32895566,25995352
32332120,25995352
32160555,25995352
32101491,25995352
31616273,25995352
31119525,25995352
30882024,25995352
30371963,25995352
30293822,25995352
29995597,25995352
29847231,25995352
29727454,25995352
29641308,25995352
29557782,25995352
28871959,25995352
29568573,25995352
28424297,25995352
28358895,25995352
28177156,25995352
28314445,25995352
28287541,25995352
28102827,25995352
27571195,25995352
27328322,25995352
27306671,25995352
38334747,23958663
38249793,23958663
38096407,23958663
37963651,23958663
37533709,23958663
37069271,23958663
36225653,23958663
35543774,23958663
35173573,23958663
34244311,23958663
33587033,23958663
33459255,23958663
33510675,23958663
32313935,23958663
32433952,23958663
32016618,23958663
31784578,23958663
31472001,23958663
31444616,23958663
31437168,23958663
31440172,23958663
31809864,23958663
31342924,23958663
31396069,23958663
31329076,23958663
31201122,23958663
31073652,23958663
30914926,23958663
30738835,23958663
30617922,23958663
30333740,23958663
29767726,23958663
29844583,23958663
29056896,23958663
28968384,23958663
29074766,23958663
28824049,23958663
28777719,23958663
28698107,23958663
28456584,23958663
28432143,23958663
28426908,23958663
28252249,23958663
28111543,23958663
27847467,23958663
27797828,23958663
29795936,23958663
27606684,23958663
27516119,23958663
27559168,23958663
27458345,23958663
27385800,23958663
27209547,23958663
27516705,23958663
27100485,23958663
26585711,23958663
26903852,23958663
26798974,23958663
26751378,23958663
26504200,23958663
26451478,23958663
26402459,23958663
26398192,23958663
26385090,23958663
26365404,23958663
26179415,23958663
26215546,23958663
26149713,23958663
26182412,23958663
26083597,23958663
26136692,23958663
25823872,23958663
25856488,23958663
25810482,23958663
25697159,23958663
25406521,23958663
25528614,23958663
25538939,23958663
25400552,23958663
25374353,23958663
25451473,23958663
25764251,23958663
25359951,23958663
25264372,23958663
25309419,23958663
25278872,23958663
28596848,23958663
25309418,23958663
25186238,23958663
25233305,23958663
25186884,23958663
25174814,23958663
25162124,23958663
25206359,23958663
24901106,23958663
25100981,23958663
26543902,23958663
24890059,23958663
24875392,23958663
24811386,23958663
24795619,23958663
24782699,23958663
24531655,23958663
24639666,23958663
24507510,23958663
24283978,23958663
24198355,23958663
24187539,23958663
24183024,23958663
38468068,22991468
37953946,22991468
36867532,22991468
36567262,22991468
35308566,22991468
35471542,22991468
34803616,22991468
34630048,22991468
34202473,22991468
33504818,22991468
31548370,22991468
31133838,22991468
30419016,22991468
29311848,22991468
29240769,22991468
29045559,22991468
28637203,22991468
28760860,22991468
28348379,22991468
27895562,22991468
27881953,22991468
27847467,22991468
27776122,22991468
27686222,22991468
27752542,22991468
27383911,22991468
27375436,22991468
27225074,22991468
27203563,22991468
26500529,22991468
26451489,22991468
26347617,22991468
26232230,22991468
26113811,22991468
25823868,22991468
25928186,22991468
25725212,22991468
25633181,22991468
25426033,22991468
25340814,22991468
25225298,22991468
25249944,22991468
25114234,22991468
25009472,22991468
24323305,22991468
24653679,22991468
24454938,22991468
24403159,22991468
24421770,22991468
24259573,22991468
24709593,22991468
24130519,22991468
24101458,22991468
24329486,22991468
23986241,22991468
23925239,22991468
24139651,22991468
23727451,22991468
23624494,22991468
24967307,22991468
23522039,22991468
23386828,22991468
38626210,23536715
37953946,23536715
38035193,23536715
36787352,23536715
36341477,23536715
34899192,23536715
34728257,23536715
34512268,23536715
33264287,23536715
33146802,23536715
32669356,23536715
32038171,23536715
31784285,23536715
31616272,23536715
31545787,23536715
31095552,23536715
31028116,23536715
30498783,23536715
30244886,23536715
30127100,23536715
30154710,23536715
30008663,23536715
29923502,23536715
29766767,23536715
28968789,23536715
28441389,23536715
27535372,23536715
27288316,23536715
27106692,23536715
27022619,23536715
26949748,23536715
26001536,23536715
24920612,23536715
24037222,23536715
35764852,23575825
33720935,23575825
32292337,23575825
31133838,23575825
31191633,23575825
29967182,23575825
29933363,23575825
28957667,23575825
28552556,23575825
28093547,23575825
27932970,23575825
27776122,23575825
27689361,23575825
27747107,23575825
26308579,23575825
25945261,23575825
25416625,23575825
25414639,23575825
25275505,23575825
26331027,23575825
24609206,23575825
24523691,23575825
24454735,23575825
PMC4126523,23575825
24201185,23575825
24165934,23575825
23926263,23575825
38329885,22841317
38295323,22841317
38290518,22841317
38130024,22841317
37841892,22841317
37608987,22841317
37549193,22841317
37523562,22841317
37576932,22841317
37414554,22841317
37036844,22841317
35667019,22841317
36627284,22841317
36640337,22841317
36477886,22841317
36271051,22841317
36149893,22841317
35666719,22841317
35272004,22841317
35172157,22841317
34893549,22841317
34899178,22841317
34727124,22841317
34756987,22841317
34715026,22841317
34400470,22841317
34428203,22841317
34370727,22841317
34301882,22841317
33848473,22841317
33579731,22841317
33242571,22841317
33115929,22841317
32393820,22841317
32390819,22841317
32169170,22841317
32108571,22841317
31804491,22841317
31798421,22841317
31736735,22841317
31663507,22841317
31333399,22841317
30113619,22841317
31095556,22841317
31050662,22841317
30355449,22841317
30291244,22841317
30154699,22841317
30225351,22841317
29934400,22841317
29696738,22841317
29566357,22841317
29522509,22841317
29454834,22841317
29322238,22841317
29089443,22841317
29024654,22841317
28951585,22841317
28827326,22841317
28453975,22841317
28500933,22841317
28245529,22841317
28114296,22841317
27847467,22841317
27711146,22841317
27710792,22841317
27477017,22841317
27358449,22841317
27199670,22841317
27003565,22841317
26916562,22841317
26898780,22841317
26853302,22841317
26540219,22841317
26705334,22841317
26537662,22841317
26605882,22841317
26512104,22841317
26460829,22841317
26494276,22841317
26247864,22841317
26247855,22841317
26142457,22841317
26157005,22841317
26098758,22841317
25761638,22841317
25829011,22841317
25687328,22841317
25521832,22841317
25505385,22841317
25368152,22841317
25429132,22841317
25360752,22841317
25386117,22841317
25234263,22841317
25324774,22841317
25278841,22841317
25278837,22841317
25205662,22841317
25232126,22841317
25177288,22841317
25116141,22841317
25083794,22841317
25071470,22841317
24969660,22841317
25554708,22841317
24763087,22841317
24723851,22841317
24646396,22841317
24656256,22841317
24108530,22841317
24336721,22841317
24255095,22841317
24162650,22841317
24037222,22841317
23830830,22841317
23805077,22841317
23577752,22841317
23565076,22841317
23616537,22841317
23474602,22841317
PPR42070,22841317
24358846,22841317
23184512,22841317
22933729,22841317
22841305,22841317
38466752,22083599
37851709,22083599
37953946,22083599
36867532,22083599
36732641,22083599
35732315,22083599
35650191,22083599
35471542,22083599
34653178,22083599
34630048,22083599
32520422,22083599
32453795,22083599
31481887,22083599
31133838,22083599
29240769,22083599
28968789,22083599
28993204,22083599
28041634,22083599
27847467,22083599
27375436,22083599
26762857,22083599
26167146,22083599
25426033,22083599
25309336,22083599
25205662,22083599
23889937,22083599
23761760,22083599
23727338,22083599
23536715,22083599
23042882,22083599
22344980,22083599
38626210,21829333
38489374,21829333
38408099,21829333
38396202,21829333
38277432,21829333
37939085,21829333
37804250,21829333
37953946,21829333
37404026,21829333
38035193,21829333
37723170,21829333
37567768,21829333
37609720,21829333
37589251,21829333
37523562,21829333
37486105,21829333
37414554,21829333
37399220,21829333
37300831,21829333
37140691,21829333
37309450,21829333
36867658,21829333
36867532,21829333
36787352,21829333
36732641,21829333
36567262,21829333
36221258,21829333
36099307,21829333
36031184,21829333
35960767,21829333
35947954,21829333
35893001,21829333
35857898,21829333
35701166,21829333
34613380,21829333
35854005,21829333
35452457,21829333
35402905,21829333
35022992,21829333
35471542,21829333
34893549,21829333
34759318,21829333
34727124,21829333
34728257,21829333
34715026,21829333
34653178,21829333
34506834,21829333
34364955,21829333
34421652,21829333
34421566,21829333
34348157,21829333
33689489,21829333
33513130,21829333
33494860,21829333
33068000,21829333
32648042,21829333
33264287,21829333
33282551,21829333
33224033,21829333
33107821,21829333
33037076,21829333
33093823,21829333
32940606,21829333
33013344,21829333
32463356,21829333
32393820,21829333
32348299,21829333
32390819,21829333
32155141,21829333
32194377,21829333
32140647,21829333
31941884,21829333
31875541,21829333
31784285,21829333
31780891,21829333
31616272,21829333
31545787,21829333
31440172,21829333
31201122,21829333
31095552,21829333
30475994,21829333
30618697,21829333
30286073,21829333
30340039,21829333
30108495,21829333
30008663,21829333
29932426,21829333
29875266,21829333
29847231,21829333
29780316,21829333
29522509,21829333
29459723,21829333
29459718,21829333
29165247,21829333
30446648,21829333
28993204,21829333
28970791,21829333
28139019,21829333
28298307,21829333
28267430,21829333
28197543,21829333
27820827,21829333
27760819,21829333
27710767,21829333
27535372,21829333
27374316,21829333
27499740,21829333
27679813,21829333
27382147,21829333
27378922,21829333
27288316,21829333
27375471,21829333
27203563,21829333
27145441,21829333
27106692,21829333
26585711,21829333
27003565,21829333
26949748,21829333
26746357,21829333
26451489,21829333
25822810,21829333
26283954,21829333
26167146,21829333
26083597,21829333
25768881,21829333
25729362,21829333
PMC4697533,21829333
PMC4697464,21829333
25383903,21829333
25205662,21829333
25128317,21829333
25177288,21829333
25100945,21829333
25071540,21829333
24990919,21829333
24972604,21829333
24487231,21829333
24474916,21829333
24381280,21829333
24709593,21829333
23824758,21829333
24139651,21829333
23889937,21829333
23761740,21829333
23675327,21829333
23536715,21829333
23474914,21829333
23321152,21829333
23273272,21829333
23179855,21829333
23042882,21829333
22841317,21829333
22524993,21829333
22083599,21829333
38706517,22007168
38570478,22007168
38509348,22007168
38346073,22007168
37326116,22007168
37954875,22007168
37759917,22007168
37589251,22007168
37504208,22007168
37305955,22007168
37239135,22007168
36970452,22007168
36817330,22007168
36875707,22007168
36766783,22007168
36327142,22007168
36507308,22007168
36376426,22007168
36225653,22007168
36038780,22007168
36408881,22007168
35810199,22007168
35844210,22007168
35700188,22007168
35770277,22007168
35513720,22007168
36926089,22007168
35122709,22007168
34756987,22007168
34625112,22007168
34202965,22007168
33928398,22007168
33967700,22007168
33810204,22007168
33546429,22007168
33400724,22007168
33328525,22007168
33319174,22007168
33170856,22007168
33224033,22007168
32984317,22007168
32848649,22007168
33733149,22007168
32384081,22007168
31857605,22007168
31817968,22007168
31342924,22007168
31320556,22007168
31273270,22007168
31073774,22007168
31191633,22007168
30806411,22007168
30918286,22007168
30877173,22007168
29415191,22007168
30873009,22007168
30584648,22007168
29797362,22007168
30391015,22007168
30416432,22007168
29924904,22007168
30153263,22007168
29925890,22007168
29470647,22007168
29298868,22007168
29234075,22007168
28863386,22007168
28624435,22007168
28598717,22007168
28514064,22007168
28431369,22007168
28352224,22007168
28093547,22007168
28188217,22007168
27813831,22007168
27865453,22007168
27637669,22007168
27591116,22007168
27445713,22007168
27281748,22007168
27250951,22007168
27092061,22007168
26834568,22007168
27066165,22007168
26310110,22007168
26291697,22007168
26321943,22007168
26257639,22007168
26182421,22007168
26106298,22007168
26030426,22007168
25897632,22007168
25843405,22007168
25688203,22007168
25504575,22007168
24671703,22007168
25566045,22007168
25477791,22007168
25429131,22007168
25309418,22007168
25120464,22007168
25120462,22007168
24945786,22007168
24904311,22007168
24643725,22007168
24523691,22007168
24478693,22007168
24357611,22007168
24367330,22007168
24348369,22007168
24369455,22007168
24312047,22007168
24260462,22007168
24187539,22007168
24137110,22007168
24096190,22007168
23999572,22007168
23926270,22007168
23825421,22007168
23791959,22007168
23743417,22007168
23739969,22007168
23641213,22007168
23527274,22007168
23508132,22007168
23450808,22007168
23312514,22007168
23053861,22007168
22869014,22007168
23853183,22007168
22920249,22007168
22807913,22007168
22652057,22007168
22528972,22007168
22496526,22007168
22297965,22007168
22065958,22007168
21922007,22007168
37824576,22121345
35859800,22121345
35832575,22121345
33897369,22121345
32056104,22121345
31616273,22121345
31396069,22121345
31025934,22121345
29503613,22121345
28596730,22121345
27557104,22121345
27413363,22121345
26451489,22121345
25346682,22121345
24808855,22121345
23772213,22121345
23129998,22121345
34893549,21123659
33378395,21123659
30483051,21123659
28367964,21123659
26778972,21123659
22792056,21123659
22219282,21123659
21829333,21123659
PMC3240454,21123659
37249212,19770187
36384682,19770187
35495053,19770187
33443089,19770187
32390818,19770187
31668484,19770187
30873555,19770187
30883329,19770187
30291244,19770187
30001424,19770187
29947585,19770187
29944700,19770187
29798890,19770187
29442560,19770187
29097542,19770187
28955203,19770187
28726769,19770187
28182735,19770187
27203563,19770187
27199675,19770187
26843463,19770187
26500503,19770187
26167146,19770187
26150784,19770187
25745396,19770187
25410428,19770187
25024183,19770187
24429630,19770187
24367330,19770187
24312011,19770187
24192529,19770187
23834038,19770187
23334580,19770187
23233668,19770187
23213221,19770187
23223290,19770187
23195880,19770187
22922685,19770187
22593070,19770187
22523533,19770187
22457467,19770187
22718616,19770187
21994491,19770187
21943598,19770187
21856714,19770187
21876820,19770187
21785736,19770187
21613595,19770187
21445327,19770187
21435562,19770187
21435551,19770187
21209199,19770187
21076426,19770187
20838653,19770187
20818384,19770187
20577587,19770187
20427620,19770187
19915212,19770187
37215503,20838653
36387995,20838653
35863891,20838653
33665005,20838653
32169206,20838653
31911591,20838653
31589884,20838653
30365013,20838653
30883329,20838653
30651326,20838653
30291244,20838653
29618284,20838653
29420933,20838653
29339476,20838653
29283013,20838653
28528964,20838653
28469560,20838653
28182735,20838653
28203201,20838653
27403348,20838653
27225074,20838653
27219470,20838653
27199675,20838653
26537662,20838653
26528143,20838653
26167146,20838653
25979090,20838653
25852481,20838653
25065440,20838653
24904316,20838653
24653679,20838653
24586113,20838653
24367330,20838653
24192529,20838653
23950699,20838653
23864381,20838653
23618463,20838653
23486202,20838653
23334580,20838653
23312523,20838653
23213221,20838653
23203991,20838653
22922685,20838653
22748320,20838653
22654734,20838653
22365553,20838653
22046121,20838653
21485015,20838653
21445327,20838653
21435551,20838653
37097993,19956403
35060903,19956403
33442056,19956403
32976516,19956403
32520422,19956403
32528248,19956403
31680928,19956403
31439838,19956403
31481887,19956403
29230050,19956403
28585050,19956403
28093547,19956403
27932970,19956403
27747107,19956403
27203563,19956403
27199673,19956403
27195153,19956403
27200414,19956403
26834617,19956403
26167146,19956403
25422947,19956403
23882211,19956403
23761760,19956403
23675343,19956403
23626536,19956403
23575825,19956403
23114215,19956403
23133368,19956403
22737062,19956403
22276909,19956403
21856714,19956403
20826663,19956403
20866797,19956403
37723170,18214662
35832575,18214662
34728257,18214662
32520422,18214662
31025934,18214662
30356701,18214662
29694280,18214662
28775687,18214662
28596730,18214662
27655341,18214662
28009257,18214662
27797828,18214662
27557104,18214662
25928094,18214662
25340814,18214662
23162433,18214662
22242154,18214662
21954383,18214662
20205298,18214662
19636393,18214662
19430597,18214662
18506610,18214662
24248377,18044016
36124663,19404466
28993231,19404466
26575198,19404466
26451489,19404466
22083599,19404466
21331466,19404466
20667930,19404466
20589097,19404466
20398701,19404466
37558704,18483841
36215116,18483841
33789079,18483841
32915327,18483841
32406934,18483841
29300837,18483841
28690508,18483841
27477277,18483841
26972459,18483841
26834569,18483841
26829604,18483841
26017681,18483841
25609625,18483841
24492069,18483841
24001341,18483841
23440567,18483841
22046121,18483841
21079740,18483841
20664082,18483841
19866351,18483841
19636387,18483841
36966143,17124287
36324861,17124287
36213201,17124287
36099307,17124287
34628499,17124287
34613380,17124287
34601704,17124287
34215734,17124287
33665005,17124287
33249377,17124287
32181420,17124287
31821881,17124287
31616272,17124287
30967401,17124287
31027966,17124287
30715238,17124287
30281797,17124287
30450442,17124287
30052197,17124287
29798890,17124287
29761270,17124287
29641306,17124287
29346766,17124287
29267341,17124287
29110301,17124287
29045559,17124287
29081006,17124287
28954853,17124287
28970791,17124287
