author_uid,institution_uid,start_date,end_date
0000-0002-2098-5922,38006,1985-01-01,1986-01-01
0000-0002-2098-5922,38006,1982-01-01,1985-01-01
0000-0002-2098-5922,63487,2007-01-01,2009-01-01
0000-0002-2098-5922,9419f269,2009-01-01,2011-01-01
0000-0002-2098-5922,d4d72399,2013-01-01,
0000-0002-2107-5488,199914,2003-01-01,2010-01-01
0000-0002-2107-5488,28340,2010-01-01,2013-01-01
0000-0002-2107-5488,97035,2013-01-01,
0000-0002-2110-3450,1771,1988-08-15,1995-07-30
0000-0002-2110-3450,1771,2003-06-01,2024-03-31
0000-0002-2110-3450,1771,2003-06-01,2014-01-01
0000-0002-2110-3450,311308,1984-08-15,1988-08-01
0000-0002-2110-8825,27d26c62,2021-06-08,
0000-0002-2110-8825,grid.11804.3c,2008-09-01,2014-01-01
0000-0002-2110-8825,grid.419012.f,2005-04-05,2021-04-30
0000-0002-2112-7137,02cc3459,2011-02-01,2015-07-15
0000-0002-2112-7137,http://dx.doi.org/10.13039/501100013969,2021-10-01,
0000-0002-2113-7407,6ba01bed,2018-02-01,
0000-0002-2113-7407,6ba01bed,2002-01-01,2018-01-31
0000-0002-2113-7407,6ba01bed,2018-02-01,
0000-0002-2113-7407,6ba01bed,2002-01-01,2018-01-31
0000-0002-2113-7407,6ba01bed,2018-02-01,
0000-0002-2113-7407,6ba01bed,2002-01-01,2018-01-31
0000-0002-2113-7407,6ba01bed,2018-02-01,
0000-0002-2113-7407,6ba01bed,2002-01-01,2018-01-31
0000-0002-2113-7407,6ba01bed,2018-02-01,
0000-0002-2113-7407,6ba01bed,2002-01-01,2018-01-31
0000-0002-2114-1588,113403,2013-09-23,2018-03-07
0000-0002-2114-1588,113403,2011-09-23,2013-09-23
0000-0002-2114-1588,125585,2007-09-23,2011-09-23
0000-0002-2114-2185,6174,,
0000-0002-2114-2185,grid.10825.3e,,
0000-0002-2114-2185,grid.10825.3e,2017-07-01,2021-07-03
0000-0002-2114-2185,grid.7143.1,2021-02-01,
0000-0002-2114-5271,1371,2000-01-01,
0000-0002-2114-5271,207948,1982-01-01,1989-01-01
0000-0002-2114-5271,28033,1989-01-01,1995-01-01
0000-0002-2114-5271,8785,1995-01-01,2000-01-01
0000-0002-2116-0199,https://ror.org/052rphn09,,
0000-0002-2118-7674,376570,2018-01-01,
0000-0002-2124-7147,5228,2018-01-15,2022-12-01
0000-0002-2124-7147,6396,2016-01-01,2018-01-01
0000-0002-2124-7147,9304,2010-01-01,2012-01-01
0000-0002-2124-7147,9314,,2010-01-01
0000-0002-2124-7147,grid.8509.4,2013-01-01,2016-01-01
0000-0002-2124-7147,http://dx.doi.org/10.13039/100007015,2022-12-01,
0000-0002-2125-0012,98518,1992-10-01,
0000-0002-2125-0012,grid.7489.2,2000-06-01,
0000-0002-2125-4179,01077b20,2020-11-18,
0000-0002-2125-4179,01077b20,2020-11-18,
0000-0002-2125-4179,12275,2013-01-01,2020-11-20
0000-0002-2125-4179,12275,2013-01-01,2020-11-20
0000-0002-2125-4179,60babdbc,2008-01-01,2012-01-01
0000-0002-2125-4179,60babdbc,2008-01-01,2012-01-01
0000-0002-2126-0843,9173,2005-04-01,
0000-0002-2129-5253,4d325618,,
0000-0002-2129-5253,4d325618,,
0000-0002-2134-4078,eed9da1b,2003-02-09,
0000-0002-2134-4078,eed9da1b,2015-01-01,
0000-0002-2135-4890,grid.7240.1,1966-11-01,1969-07-07
0000-0002-2135-4890,grid.7240.1,1973-01-11,2012-11-04
0000-0002-2136-5178,0db43ae2,2003-01-01,
0000-0002-2136-5178,grid.168010.e,2001-01-01,2003-01-01
0000-0002-2137-1156,96e87f5c,2018-12-20,
0000-0002-2137-9588,28127,1990-12-06,
0000-0002-2137-9588,37871,1982-03-01,1995-12-10
0000-0002-2137-9588,67887,1993-03-01,1997-04-04
0000-0002-2140-4827,https://ror.org/036j6sg82,2018-11-01,
0000-0002-2140-7964,grid.258041.a,2016-01-01,2020-01-01
0000-0002-2140-7964,grid.26009.3d,2021-01-01,
0000-0002-2141-0629,14589,1986-09-01,1991-08-31
0000-0002-2141-0629,5922,1982-08-30,1986-05-25
0000-0002-2141-0629,a44b9ca8,2005-06-01,
0000-0002-2142-2902,069de454,2014-08-15,2017-12-15
0000-0002-2142-2902,1811,2022-01-01,2022-01-01
0000-0002-2142-2902,2274c823,2018-01-18,2022-03-11
0000-0002-2142-2902,https://ror.org/05a28rw58,2022-06-01,
0000-0002-2144-6584,https://ror.org/03q8dnn23,,
0000-0002-2145-1615,3527,1980-10-01,1983-09-30
0000-0002-2145-1615,4919,,
0000-0002-2145-1615,grid.83440.3b,,
0000-0002-2147-1966,0030bb0b,2009-01-01,
0000-0002-2147-1966,27190,1993-06-15,2003-12-16
0000-0002-2147-1966,9165,2009-01-01,
0000-0002-2147-1966,9165,,
0000-0002-2147-1966,cdec29d9,2003-12-17,2008-12-31
0000-0002-2151-1294,305196,2016-01-01,
0000-0002-2151-4882,https://ror.org/04dkp9463,2021-09-01,
0000-0002-2151-4882,https://ror.org/04dkp9463,2021-09-01,
0000-0002-2157-4615,cb78d93c,,2005-03-06
0000-0002-2168-0004,213956ba,2014-01-01,
0000-0002-2168-0004,213956ba,2001-01-01,2013-12-31
0000-0002-2168-0004,213956ba,1997-01-09,2000-12-31
0000-0002-2168-0004,213956ba,1995-11-01,1997-08-31
0000-0002-2168-0004,213956ba,2014-01-01,
0000-0002-2168-0004,213956ba,2001-01-01,2013-12-31
0000-0002-2168-0004,213956ba,1997-01-09,2000-12-31
0000-0002-2168-0004,213956ba,1995-11-01,1997-08-31
0000-0002-2168-0004,213956ba,2014-01-01,
0000-0002-2168-0004,213956ba,2001-01-01,2013-12-31
0000-0002-2168-0004,213956ba,1997-01-09,2000-12-31
0000-0002-2168-0004,213956ba,1995-11-01,1997-08-31
0000-0002-2168-0004,213956ba,2014-01-01,
0000-0002-2168-0004,213956ba,2001-01-01,2013-12-31
0000-0002-2168-0004,213956ba,1997-01-09,2000-12-31
0000-0002-2168-0004,213956ba,1995-11-01,1997-08-31
0000-0002-2168-0004,213956ba,2014-01-01,
0000-0002-2168-0004,213956ba,2001-01-01,2013-12-31
0000-0002-2168-0004,213956ba,1997-01-09,2000-12-31
0000-0002-2168-0004,213956ba,1995-11-01,1997-08-31
0000-0002-2168-0004,77d0dc08,1993-03-01,1995-10-31
0000-0002-2168-0004,77d0dc08,1993-03-01,1995-10-31
0000-0002-2168-0004,77d0dc08,1993-03-01,1995-10-31
0000-0002-2168-0004,77d0dc08,1993-03-01,1995-10-31
0000-0002-2168-0004,77d0dc08,1993-03-01,1995-10-31
0000-0002-2168-0004,9b1b8423,2014-01-01,
0000-0002-2168-0004,9b1b8423,2014-01-01,
0000-0002-2168-0004,9b1b8423,2014-01-01,
0000-0002-2168-0004,9b1b8423,2014-01-01,
0000-0002-2168-0004,9b1b8423,2014-01-01,
0000-0002-2168-0004,https://ror.org/01cwqze88,1990-03-15,1991-03-14
0000-0002-2168-0004,https://ror.org/01cwqze88,1990-03-15,1991-03-14
0000-0002-2168-0004,https://ror.org/01cwqze88,1990-03-15,1991-03-14
0000-0002-2168-0004,https://ror.org/01cwqze88,1990-03-15,1991-03-14
0000-0002-2168-0004,https://ror.org/01cwqze88,1990-03-15,1991-03-14
0000-0002-2168-0004,https://ror.org/0234wmv40,1987-09-01,1993-02-27
0000-0002-2168-0004,https://ror.org/0234wmv40,1987-09-01,1993-02-27
0000-0002-2168-0004,https://ror.org/0234wmv40,1987-09-01,1993-02-27
0000-0002-2168-0004,https://ror.org/0234wmv40,1987-09-01,1993-02-27
0000-0002-2168-0004,https://ror.org/0234wmv40,1987-09-01,1993-02-27
0000-0002-2169-561X,634da075,2009-01-01,2014-11-19
0000-0002-2169-561X,634da075,2014-11-24,
0000-0002-2169-561X,de6f8e92,2017-01-01,2018-12-07
0000-0002-2169-561X,grid.440925.e,2017-01-01,2019-10-18
0000-0002-2169-561X,http://dx.doi.org/10.13039/501100005711,2015-01-01,2017-01-20
0000-0002-2170-2453,16722,,
0000-0002-2170-2453,16722,,
0000-0002-2170-2453,grid.4795.f,1998-01-01,2004-01-01
0000-0002-2170-2453,grid.4795.f,1998-01-01,2004-01-01
0000-0002-2170-2453,grid.5515.4,2007-01-01,2016-01-01
0000-0002-2170-2453,grid.5515.4,2007-01-01,2016-01-01
0000-0002-2171-1720,9328,2011-12-01,
0000-0002-2177-9741,1811,2017-01-01,
0000-0002-2177-9741,1811,2013-01-01,2017-01-01
0000-0002-2177-9741,1811,2007-01-01,2013-01-01
0000-0002-2177-9741,1812,1994-01-01,1999-01-01
0000-0002-2177-9741,1812,1991-01-01,1994-01-01
0000-0002-2177-9741,89031,2018-01-01,
0000-0002-2179-5725,67206,2010-09-01,
0000-0002-2179-5725,https://ror.org/046rm7j60,,2003-01-01
0000-0002-2185-0333,1994,2020-08-25,
0000-0002-2185-0333,d9a31781,2016-09-01,2020-07-01
0000-0002-2186-337X,0847cf4b,2017-01-01,2018-01-01
0000-0002-2186-337X,https://ror.org/0001fmy77,2020-11-01,
0000-0002-2186-337X,https://ror.org/0001fmy77,2020-11-01,
0000-0002-2186-337X,https://ror.org/01sb6ek09,2018-01-22,2020-09-17
0000-0002-2186-337X,https://ror.org/01sb6ek09,2013-08-26,2017-05-25
0000-0002-2186-337X,https://ror.org/01sb6ek09,2020-01-01,
0000-0002-2186-337X,https://ror.org/01sb6ek09,2018-01-01,2020-01-01
0000-0002-2188-1244,f3f969df,,
0000-0002-2192-6158,473237,2022-01-01,
0000-0002-2192-6158,69719,,
0000-0002-2192-6158,grid.411728.9,,
0000-0002-2193-3657,78d53874,2004-07-01,2010-10-30
0000-0002-2193-3657,grid.22254.33,1996-10-01,2001-06-15
0000-0002-2193-3657,grid.22254.33,2005-11-01,
0000-0002-2193-3657,grid.22254.33,2001-10-01,2005-10-31
0000-0002-2193-3657,grid.488442.6,2014-07-01,
0000-0002-2193-3657,grid.5633.3,2010-10-01,2011-06-30
0000-0002-2194-5041,63991,1983-01-01,1989-01-01
0000-0002-2194-5041,c14875e5,1996-01-01,2001-04-04
0000-0002-2194-5041,https://ror.org/04fbjgg20,2004-05-18,
0000-0002-2198-4040,https://ror.org/040af2s02,,
0000-0002-2204-8043,197174,2015-12-01,2019-03-01
0000-0002-2204-8043,27063,2015-12-01,2019-02-28
0000-0002-2204-8043,grid.168010.e,2019-07-01,
0000-0002-2205-2202,15d3d8f4,1981-01-01,
0000-0002-2205-2202,50db6275,1981-01-01,
0000-0002-2205-4910,1a8b6638,2019-01-01,
0000-0002-2205-4910,1a8b6638,2018-01-01,2019-01-01
0000-0002-2205-4910,1a8b6638,2019-01-01,
0000-0002-2205-4910,1a8b6638,2018-01-01,2019-01-01
0000-0002-2205-4910,1a8b6638,2019-01-01,
0000-0002-2205-4910,1a8b6638,2018-01-01,2019-01-01
0000-0002-2205-4910,1a8b6638,2019-01-01,
0000-0002-2205-4910,1a8b6638,2018-01-01,2019-01-01
0000-0002-2205-4910,1a8b6638,2019-01-01,
0000-0002-2205-4910,1a8b6638,2018-01-01,2019-01-01
0000-0002-2205-4910,1a8b6638,2019-01-01,
0000-0002-2205-4910,1a8b6638,2018-01-01,2019-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2017-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2017-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2017-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2017-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2017-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2017-01-01,2017-01-01
0000-0002-2205-4910,93e13664,2014-01-01,2017-01-01
0000-0002-2205-4910,cd37e3c4,2011-01-01,2013-01-01
0000-0002-2205-4910,cd37e3c4,2011-01-01,2013-01-01
0000-0002-2205-4910,cd37e3c4,2011-01-01,2013-01-01
0000-0002-2205-4910,cd37e3c4,2011-01-01,2013-01-01
0000-0002-2205-4910,cd37e3c4,2011-01-01,2013-01-01
0000-0002-2205-4910,cd37e3c4,2011-01-01,2013-01-01
0000-0002-2205-4910,e581a5e0,2006-01-01,2011-01-01
0000-0002-2205-4910,e581a5e0,2006-01-01,2011-01-01
0000-0002-2205-4910,e581a5e0,2006-01-01,2011-01-01
0000-0002-2205-4910,e581a5e0,2006-01-01,2011-01-01
0000-0002-2205-4910,e581a5e0,2006-01-01,2011-01-01
0000-0002-2205-4910,e581a5e0,2006-01-01,2011-01-01
0000-0002-2206-7236,0192e3af,2016-01-01,
0000-0002-2206-7236,128246a4,2008-01-01,2008-01-01
0000-0002-2206-7236,128246a4,1999-01-01,2022-01-01
0000-0002-2206-7236,14534b38,2023-11-01,
0000-0002-2206-7236,37786,2013-01-01,2016-01-01
0000-0002-2206-7236,4e4d28b1,2017-07-01,2020-01-01
0000-0002-2206-7236,59a08ca6,1998-01-01,1998-01-01
0000-0002-2206-7236,68997,,2015-01-01
0000-0002-2206-7236,68997,,2012-01-01
0000-0002-2206-7236,68997,2008-01-01,2016-12-31
0000-0002-2206-7236,9acedc7c,2015-01-01,
0000-0002-2206-7236,a9bd1b6c,2003-01-01,2004-01-01
0000-0002-2206-7236,c260d1ff,,1998-01-01
0000-0002-2206-7236,https://ror.org/05t4pvx35,2023-10-31,
0000-0002-2206-9098,198328,2017-10-01,
0000-0002-2206-9098,6029,,
0000-0002-2207-5965,grid.5675.1,2015-01-01,
0000-0002-2207-5965,grid.5675.1,2015-01-01,
0000-0002-2207-5965,http://dx.doi.org/10.13039/501100003385,1995-04-01,2000-02-02
0000-0002-2207-5965,http://dx.doi.org/10.13039/501100003385,1995-04-01,2000-02-02
0000-0002-2208-0537,10624,2009-01-01,
0000-0002-2208-0537,28ef8591,2007-06-15,2009-09-23
0000-0002-2208-0537,8665,1985-01-01,1990-01-01
0000-0002-2208-0537,8783,2001-01-01,2006-01-01
0000-0002-2211-8259,9142,2000-10-01,
0000-0002-2211-8259,9142,2000-10-01,
0000-0002-2211-8259,grid.5570.7,,
0000-0002-2211-8259,grid.5570.7,2009-01-01,
0000-0002-2211-8259,grid.5570.7,2000-10-16,2021-02-28
0000-0002-2211-8259,grid.5570.7,,
0000-0002-2211-8259,grid.5570.7,2009-01-01,
0000-0002-2211-8259,grid.5570.7,2000-10-16,2021-02-28
0000-0002-2215-7653,7120,2020-03-17,2022-01-01
0000-0002-2215-7653,http://dx.doi.org/10.13039/100013669,2022-04-25,
0000-0002-2215-8234,16774,2019-04-01,2020-06-01
0000-0002-2215-8234,187051,,1999-04-23
0000-0002-2215-8234,187051,,1997-08-18
0000-0002-2215-8234,33217,2013-07-01,
0000-0002-2215-8234,33217,1994-10-21,
0000-0002-2215-8234,33226,,2000-12-11
0000-0002-2215-8234,33226,,2000-03-16
0000-0002-2215-8234,3f874d7e,2014-10-01,2016-11-14
0000-0002-2216-006X,474436,,
0000-0002-2216-006X,grid.47840.3f,2007-01-01,2010-01-01
0000-0002-2216-5960,314f7c67,2014-10-01,2018-09-27
0000-0002-2216-5960,314f7c67,2013-10-01,2014-09-30
0000-0002-2216-5960,54493,2008-10-01,2010-10-10
0000-0002-2216-5960,54493,2019-09-08,
0000-0002-2216-5960,54493,2013-08-22,2029-09-07
0000-0002-2216-5960,54493,2011-11-16,2013-08-21
0000-0002-2221-9252,37734,2007-01-01,2009-01-01
0000-0002-2221-9252,59063,1994-01-01,2006-01-01
0000-0002-2221-9252,9173,2000-01-01,2002-01-01
0000-0002-2221-9252,9177,2009-01-01,
0000-0002-2222-9370,117204,1990-01-01,1995-01-01
0000-0002-2222-9370,117204,1990-01-01,1995-01-01
0000-0002-2222-9370,1ed5f00e,2013-01-01,
0000-0002-2222-9370,1ed5f00e,2005-01-01,2013-01-01
0000-0002-2222-9370,1ed5f00e,2013-01-01,
0000-0002-2222-9370,1ed5f00e,2005-01-01,2013-01-01
0000-0002-2222-9370,252114,2000-01-01,2005-01-01
0000-0002-2222-9370,252114,2000-01-01,2005-01-01
0000-0002-2222-9370,9471,1995-01-01,2000-01-01
0000-0002-2222-9370,9471,1995-01-01,2000-01-01
0000-0002-2223-775X,2720,,
0000-0002-2223-775X,2720,,
0000-0002-2228-4396,16748,2019-09-01,
0000-0002-2228-4396,16781,2016-01-01,2017-12-31
0000-0002-2228-4396,74501,2014-01-01,2016-01-01
0000-0002-2231-7637,10191,2014-04-01,2018-12-31
0000-0002-2231-7637,39db35e2,2019-01-01,
0000-0002-2231-7637,3f79ced1,2001-01-01,2007-06-15
0000-0002-2231-7637,57f48052,2000-01-02,2000-12-31
0000-0002-2231-7637,59ae161e,2014-04-01,2018-09-15
0000-0002-2231-7637,82246,1994-10-01,2000-12-31
0000-0002-2231-7637,882da74e,2001-09-01,2018-09-15
0000-0002-2231-7637,8b7c9dec,2021-01-05,
0000-0002-2231-7637,d6ac870a,1986-09-15,1988-03-31
0000-0002-2231-7637,d7f6e8d3,1978-09-01,1986-07-15
0000-0002-2231-7637,grid.431204.0,2019-01-01,
0000-0002-2231-7637,http://dx.doi.org/10.13039/501100001826,2014-09-01,2015-07-01
0000-0002-2231-7637,https://ror.org/00y2z2s03,2024-01-15,
0000-0002-2231-7637,https://ror.org/02jz4aj89,1988-04-04,1994-06-30
0000-0002-2232-6146,1019,2005-01-01,2009-01-01
0000-0002-2232-6146,2152,2009-01-01,2010-01-01
0000-0002-2232-6146,3ad05b61,2022-01-01,
0000-0002-2232-6146,5df3eff3,2019-01-01,
0000-0002-2232-6146,b7408cd6,2011-01-01,2017-01-01
0000-0002-2239-7569,12330,1987-01-01,1989-01-01
0000-0002-2239-7569,12330,2000-01-01,2006-01-01
0000-0002-2239-7569,1259,1996-01-01,2000-01-01
0000-0002-2239-7569,1371,2021-01-01,
0000-0002-2239-7569,1371,2020-01-01,2022-01-01
0000-0002-2239-7569,1371,2018-01-01,2021-01-01
0000-0002-2239-7569,14643,1983-01-01,1987-01-01
0000-0002-2239-7569,3078,2016-01-01,2017-01-01
0000-0002-2239-7569,3078,2013-01-01,2016-01-01
0000-0002-2239-7569,3078,2006-01-01,2013-01-01
0000-0002-2239-7569,33854,2017-01-01,2018-01-01
0000-0002-2239-9177,b058b3b9,2022-09-01,
0000-0002-2239-9177,https://ror.org/04dese585,2013-01-01,2018-01-01
0000-0002-2243-6775,12227,2019-12-06,
0000-0002-2243-6775,83529,2018-01-01,2020-01-01
0000-0002-2243-6775,grid.107950.a,2014-10-01,2018-02-14
0000-0002-2244-8960,679ee889,2019-03-11,
0000-0002-2244-8960,74391,2013-01-01,
0000-0002-2247-9740,2cf6afd7,2001-04-01,
0000-0002-2248-0928,grid.9619.7,2015-10-01,
0000-0002-2248-2691,150573,2009-01-01,2011-01-01
0000-0002-2248-2691,150573,2000-01-01,2006-01-01
0000-0002-2248-2691,150573,2007-01-01,2009-01-01
0000-0002-2248-2691,150573,2009-01-01,2011-01-01
0000-0002-2248-2691,150573,2000-01-01,2006-01-01
0000-0002-2248-2691,150573,2007-01-01,2009-01-01
0000-0002-2248-2691,1724,2018-01-01,2020-01-01
0000-0002-2248-2691,1724,2018-01-01,2020-01-01
0000-0002-2248-2691,322380,2013-01-01,2018-01-01
0000-0002-2248-2691,322380,2014-01-01,
0000-0002-2248-2691,322380,2013-01-01,2018-01-01
0000-0002-2248-2691,322380,2014-01-01,
0000-0002-2248-2691,69153,2011-01-01,2013-01-01
0000-0002-2248-2691,69153,2011-01-01,2013-01-01
0000-0002-2248-2691,https://ror.org/0267vjk41,2020-01-01,
0000-0002-2248-2691,https://ror.org/0267vjk41,2020-01-01,
0000-0002-2251-0605,http://dx.doi.org/10.13039/501100007210,,
0000-0002-2252-6711,7871,1995-01-01,
0000-0002-2252-6711,http://dx.doi.org/10.13039/100007482,1990-01-01,1995-01-01
0000-0002-2252-6711,http://dx.doi.org/10.13039/100008562,1985-01-01,1990-01-01
0000-0002-2252-6711,https://ror.org/00ysfqy60,1981-01-01,1984-01-01
0000-0002-2253-1844,1782,2012-01-01,2014-01-01
0000-0002-2253-1844,1782,2012-01-01,2014-01-01
0000-0002-2253-1844,214019,2007-01-09,2008-06-30
0000-0002-2253-1844,214019,2007-01-09,2008-06-30
0000-0002-2253-1844,26930,2019-09-01,2020-08-31
0000-0002-2253-1844,26930,2019-09-01,2020-08-31
0000-0002-2253-1844,27048,2004-09-01,2005-06-30
0000-0002-2253-1844,27048,2004-09-01,2005-06-30
0000-0002-2253-1844,27058,2014-01-01,2020-08-31
0000-0002-2253-1844,27058,2014-01-01,2020-08-31
0000-0002-2253-1844,27068,2008-10-01,2011-10-01
0000-0002-2253-1844,27068,2008-10-01,2011-10-01
0000-0002-2253-1844,435940,2004-09-01,2007-06-30
0000-0002-2253-1844,435940,2004-09-01,2007-06-30
0000-0002-2253-1844,4a23f16d,2020-09-01,
0000-0002-2253-1844,4a23f16d,2020-09-01,
0000-0002-2253-1844,5622,2020-09-01,
0000-0002-2253-1844,5622,2020-09-01,
0000-0002-2253-1844,67e26764,2020-09-15,
0000-0002-2253-1844,67e26764,2020-09-15,
0000-0002-2253-1844,89165,2011-01-01,2012-01-01
0000-0002-2253-1844,89165,2011-01-01,2012-01-01
0000-0002-2258-5455,2152,2010-01-01,
0000-0002-2258-5455,2152,2010-01-01,
0000-0002-2258-5455,2152,2010-01-01,
0000-0002-2258-5455,2152,2010-01-01,
0000-0002-2258-5455,2152,2010-01-01,
0000-0002-2258-5455,2152,2010-01-01,
0000-0002-2258-5455,6396,2000-04-01,2009-12-31
0000-0002-2258-5455,6396,1994-09-24,2000-03-31
0000-0002-2258-5455,6396,2000-04-01,2009-12-31
0000-0002-2258-5455,6396,1994-09-24,2000-03-31
0000-0002-2258-5455,6396,2000-04-01,2009-12-31
0000-0002-2258-5455,6396,1994-09-24,2000-03-31
0000-0002-2258-5455,6396,2000-04-01,2009-12-31
0000-0002-2258-5455,6396,1994-09-24,2000-03-31
0000-0002-2258-5455,6396,2000-04-01,2009-12-31
0000-0002-2258-5455,6396,1994-09-24,2000-03-31
0000-0002-2258-5455,6396,2000-04-01,2009-12-31
0000-0002-2258-5455,6396,1994-09-24,2000-03-31
0000-0002-2258-5455,grid.5510.1,1990-01-01,1994-09-23
0000-0002-2258-5455,grid.5510.1,1980-01-01,1987-01-01
0000-0002-2258-5455,grid.5510.1,1990-01-01,1994-09-23
0000-0002-2258-5455,grid.5510.1,1980-01-01,1987-01-01
0000-0002-2258-5455,grid.5510.1,1990-01-01,1994-09-23
0000-0002-2258-5455,grid.5510.1,1980-01-01,1987-01-01
0000-0002-2258-5455,grid.5510.1,1990-01-01,1994-09-23
0000-0002-2258-5455,grid.5510.1,1980-01-01,1987-01-01
0000-0002-2258-5455,grid.5510.1,1990-01-01,1994-09-23
0000-0002-2258-5455,grid.5510.1,1980-01-01,1987-01-01
0000-0002-2258-5455,grid.5510.1,1990-01-01,1994-09-23
0000-0002-2258-5455,grid.5510.1,1980-01-01,1987-01-01
0000-0002-2259-2612,1259,2006-09-01,2011-04-30
0000-0002-2259-2612,1259,2006-09-01,2011-04-30
0000-0002-2259-2612,1291,2011-05-02,2013-04-30
0000-0002-2259-2612,1291,2011-05-02,2013-04-30
0000-0002-2259-2612,166144,2016-02-01,2020-06-15
0000-0002-2259-2612,166144,2013-05-06,2016-02-01
0000-0002-2259-2612,166144,2016-02-01,2020-06-15
0000-0002-2259-2612,166144,2013-05-06,2016-02-01
0000-0002-2259-2612,9fabbd1f,2020-07-01,2022-06-30
0000-0002-2259-2612,9fabbd1f,2020-07-01,2022-06-30
0000-0002-2259-2612,https://ror.org/00thqtb16,2022-07-01,
0000-0002-2259-2612,https://ror.org/00thqtb16,2022-07-01,
0000-0002-2260-2921,198692,2022-05-01,
0000-0002-2260-2921,198692,2022-05-01,
0000-0002-2260-2921,218849,2018-01-01,2022-04-30
0000-0002-2260-2921,218849,2018-01-01,2022-04-30
0000-0002-2260-2921,69ca46c0,2013-01-01,2016-12-31
0000-0002-2260-2921,69ca46c0,2010-01-01,2012-01-01
0000-0002-2260-2921,69ca46c0,2013-01-01,2016-12-31
0000-0002-2260-2921,69ca46c0,2010-01-01,2012-01-01
0000-0002-2260-2921,820f2669,,
0000-0002-2260-2921,820f2669,,
0000-0002-2262-7723,6633,,
0000-0002-2264-0821,grid.448092.3,2021-10-01,
0000-0002-2264-0821,grid.448092.3,2021-10-01,
0000-0002-2269-5750,28114,2012-05-01,2015-04-15
0000-0002-2269-5750,28114,2011-03-01,2012-05-01
0000-0002-2269-5750,28114,2015-05-15,2018-12-31
0000-0002-2269-5750,28114,2012-05-01,2015-04-15
0000-0002-2269-5750,28114,2011-03-01,2012-05-01
0000-0002-2269-5750,28114,2015-05-15,2018-12-31
0000-0002-2269-5750,28114,2012-05-01,2015-04-15
0000-0002-2269-5750,28114,2011-03-01,2012-05-01
0000-0002-2269-5750,28114,2015-05-15,2018-12-31
0000-0002-2269-5750,grid.412520.0,2006-08-01,2010-07-10
0000-0002-2269-5750,grid.412520.0,2006-08-01,2010-07-10
0000-0002-2269-5750,grid.412520.0,2006-08-01,2010-07-10
0000-0002-2269-5750,grid.462318.a,2020-02-04,
0000-0002-2269-5750,grid.462318.a,2020-02-04,
0000-0002-2269-5750,grid.462318.a,2020-02-04,
0000-0002-2270-1989,1216,2012-01-01,2013-01-01
0000-0002-2270-1989,1216,2012-01-01,2013-01-01
0000-0002-2270-1989,1216,2012-01-01,2013-01-01
0000-0002-2270-1989,1216,2012-01-01,2013-01-01
0000-0002-2270-1989,1216,2012-01-01,2013-01-01
0000-0002-2270-1989,1216,2012-01-01,2013-01-01
0000-0002-2270-1989,1877,1982-01-01,1987-01-01
0000-0002-2270-1989,1877,1982-01-01,1987-01-01
0000-0002-2270-1989,1877,1982-01-01,1987-01-01
0000-0002-2270-1989,1877,1982-01-01,1987-01-01
0000-0002-2270-1989,1877,1982-01-01,1987-01-01
0000-0002-2270-1989,1877,1982-01-01,1987-01-01
0000-0002-2270-1989,2405,2005-01-01,2006-01-01
0000-0002-2270-1989,2405,2005-01-01,2006-01-01
0000-0002-2270-1989,2405,2005-01-01,2006-01-01
0000-0002-2270-1989,2405,2005-01-01,2006-01-01
0000-0002-2270-1989,2405,2005-01-01,2006-01-01
0000-0002-2270-1989,2405,2005-01-01,2006-01-01
0000-0002-2270-1989,27218,2013-01-01,
0000-0002-2270-1989,27218,2013-01-01,
0000-0002-2270-1989,27218,2013-01-01,
0000-0002-2270-1989,27218,2013-01-01,
0000-0002-2270-1989,27218,2013-01-01,
0000-0002-2270-1989,27218,2013-01-01,
0000-0002-2270-1989,7120,2006-01-01,2012-01-01
0000-0002-2270-1989,7120,2006-01-01,2012-01-01
0000-0002-2270-1989,7120,2006-01-01,2012-01-01
0000-0002-2270-1989,7120,2006-01-01,2012-01-01
0000-0002-2270-1989,7120,2006-01-01,2012-01-01
0000-0002-2270-1989,7120,2006-01-01,2012-01-01
0000-0002-2270-1989,8041,1987-01-01,1992-01-01
0000-0002-2270-1989,8041,1987-01-01,1992-01-01
0000-0002-2270-1989,8041,1987-01-01,1992-01-01
