author_uid,institution_uid,start_date,end_date
0000-0001-8230-2157,12228,2013-09-01,2015-04-30
0000-0001-8230-2157,12228,2009-07-01,2013-08-31
0000-0001-8230-2157,12239,2002-08-01,2008-05-30
0000-0001-8230-2157,1740,1998-08-20,2002-05-30
0000-0001-8230-2157,5755,2008-06-01,2009-06-30
0000-0001-8230-6801,308224,,1999-12-05
0000-0001-8230-6801,e94f636d,,
0000-0001-8233-7405,37632,2018-01-01,2021-01-01
0000-0001-8233-7405,37632,2011-09-30,2017-07-15
0000-0001-8233-7405,37632,2018-03-23,2023-02-28
0000-0001-8233-7405,37632,2018-01-01,2021-01-01
0000-0001-8233-7405,37632,2011-09-30,2017-07-15
0000-0001-8233-7405,37632,2018-03-23,2023-02-28
0000-0001-8233-7405,e94fa509,2023-03-01,
0000-0001-8233-7405,e94fa509,2023-03-01,
0000-0001-8234-7160,b967cabf,2015-01-01,2015-01-01
0000-0001-8234-7160,ca0461fb,2021-01-01,2023-01-01
0000-0001-8234-7160,http://dx.doi.org/10.13039/501100014370,2014-01-01,2014-01-01
0000-0001-8234-7160,https://ror.org/000nhpy59,2015-01-01,2019-01-01
0000-0001-8234-7160,https://ror.org/019kqby73,2023-10-01,
0000-0001-8234-7160,https://ror.org/019kqby73,2019-01-01,2021-01-01
0000-0001-8234-8358,16734,2009-01-01,2012-01-01
0000-0001-8234-8358,16734,2008-01-01,2008-01-01
0000-0001-8234-8358,33209,2006-01-01,2007-01-01
0000-0001-8234-8358,33209,2000-03-05,2005-12-18
0000-0001-8234-8358,33209,2012-12-17,
0000-0001-8234-8358,grid.10800.39,2012-12-17,
0000-0001-8235-8257,12bd738c,2023-01-01,
0000-0001-8235-8257,12bd738c,2019-01-01,2023-01-01
0000-0001-8235-8257,grid.14826.39,2013-01-01,2014-01-01
0000-0001-8235-8257,grid.482245.d,2014-01-01,2019-01-01
0000-0001-8235-8257,grid.7849.2,2011-01-01,2011-01-01
0000-0001-8235-8257,https://ror.org/0234wmv40,2012-01-01,2013-01-01
0000-0001-8236-2811,514e1c86,2016-01-01,
0000-0001-8236-2811,c8e28322,2020-01-01,
0000-0001-8236-8754,1190,1988-09-01,1993-08-31
0000-0001-8236-8754,1438,1999-01-01,2001-06-30
0000-0001-8236-8754,5211,2015-12-01,
0000-0001-8236-8754,5211,2005-09-01,2015-11-30
0000-0001-8236-8754,grid.6852.9,2001-07-01,2005-08-31
0000-0001-8236-8754,http://dx.doi.org/10.13039/501100001834,1993-11-01,1998-05-31
0000-0001-8236-8754,http://dx.doi.org/10.13039/501100001834,1998-06-01,1998-12-31
0000-0001-8236-8754,http://dx.doi.org/10.13039/501100001834,1993-11-01,1998-05-31
0000-0001-8236-8754,https://ror.org/02jz4aj89,,
0000-0001-8243-0845,1006,2011-08-17,2016-06-17
0000-0001-8243-0845,1006,2017-02-01,
0000-0001-8243-0845,6174,,
0000-0001-8243-0845,grid.10825.3e,2020-10-15,2023-10-15
0000-0001-8243-0845,grid.7048.b,,
0000-0001-8243-9540,2720,,
0000-0001-8243-9540,2720,,
0000-0001-8243-9540,6396,,
0000-0001-8247-4709,34976,2020-12-09,2022-06-01
0000-0001-8247-4709,grid.5606.5,2015-01-02,2020-12-08
0000-0001-8247-4709,https://ror.org/0107c5v14,2022-02-01,
0000-0001-8252-6337,3057,1991-01-01,1994-01-01
0000-0001-8252-6337,3057,2017-10-01,
0000-0001-8252-6337,3057,2014-10-01,2017-09-30
0000-0001-8252-6337,3057,2011-10-01,2014-09-30
0000-0001-8252-6337,3057,2006-08-01,2011-09-30
0000-0001-8252-6337,4488,1994-01-01,1997-01-01
0000-0001-8252-6337,4488,2001-02-01,2006-07-31
0000-0001-8252-6337,4488,1997-12-01,2001-01-31
0000-0001-8253-2059,grid.7048.b,2020-11-01,
0000-0001-8255-3423,127355,2021-08-01,
0000-0001-8255-3423,127355,2021-08-01,
0000-0001-8255-3423,127355,2021-08-01,
0000-0001-8255-3423,127355,2021-08-01,
0000-0001-8255-3423,127355,2021-08-01,
0000-0001-8255-3423,28742,2003-07-15,2006-05-30
0000-0001-8255-3423,28742,2003-07-15,2006-05-30
0000-0001-8255-3423,28742,2003-07-15,2006-05-30
0000-0001-8255-3423,28742,2003-07-15,2006-05-30
0000-0001-8255-3423,28742,2003-07-15,2006-05-30
0000-0001-8255-3423,28754,2006-07-20,2008-06-15
0000-0001-8255-3423,28754,2006-07-20,2008-06-15
0000-0001-8255-3423,28754,2006-07-20,2008-06-15
0000-0001-8255-3423,28754,2006-07-20,2008-06-15
0000-0001-8255-3423,28754,2006-07-20,2008-06-15
0000-0001-8255-3423,5116,2008-08-26,2016-05-01
0000-0001-8255-3423,5116,2008-08-26,2016-05-01
0000-0001-8255-3423,5116,2008-08-26,2016-05-01
0000-0001-8255-3423,5116,2008-08-26,2016-05-01
0000-0001-8255-3423,5116,2008-08-26,2016-05-01
0000-0001-8255-3423,grid.471403.5,2017-06-01,2021-07-31
0000-0001-8255-3423,grid.471403.5,2017-06-01,2021-07-31
0000-0001-8255-3423,grid.471403.5,2017-06-01,2021-07-31
0000-0001-8255-3423,grid.471403.5,2017-06-01,2021-07-31
0000-0001-8255-3423,grid.471403.5,2017-06-01,2021-07-31
0000-0001-8255-3423,http://dx.doi.org/10.13039/100006962,2016-08-01,2017-05-31
0000-0001-8255-3423,http://dx.doi.org/10.13039/100006962,2016-08-01,2017-05-31
0000-0001-8255-3423,http://dx.doi.org/10.13039/100006962,2016-08-01,2017-05-31
0000-0001-8255-3423,http://dx.doi.org/10.13039/100006962,2016-08-01,2017-05-31
0000-0001-8255-3423,http://dx.doi.org/10.13039/100006962,2016-08-01,2017-05-31
0000-0001-8255-4215,97585,2021-08-02,
0000-0001-8255-4215,https://ror.org/01rxfrp27,2017-01-01,2021-01-01
0000-0001-8255-4215,https://ror.org/01rxfrp27,2013-01-01,2017-01-01
0000-0001-8256-5109,118547,2002-01-01,
0000-0001-8256-5109,12330,1986-01-01,1989-01-01
0000-0001-8256-5109,3270,1990-01-01,1993-01-01
0000-0001-8256-5109,5755,1993-01-01,1999-01-01
0000-0001-8256-5109,5894,1999-01-01,2002-01-01
0000-0001-8256-8967,14879,2019-11-01,
0000-0001-8256-8967,14879,2019-11-01,
0000-0001-8256-8967,28068,2006-03-01,2010-11-01
0000-0001-8256-8967,28068,2006-03-01,2010-11-01
0000-0001-8256-8967,72179,2011-01-01,2019-11-01
0000-0001-8256-8967,72179,2011-01-01,2019-11-01
0000-0001-8256-8967,ced7f1e7,1999-03-01,2005-11-01
0000-0001-8256-8967,ced7f1e7,2005-03-01,2006-12-15
0000-0001-8256-8967,ced7f1e7,1999-03-01,2005-11-01
0000-0001-8256-8967,ced7f1e7,2005-03-01,2006-12-15
0000-0001-8256-8967,http://dx.doi.org/10.13039/501100005853,2004-03-05,2006-11-30
0000-0001-8256-8967,http://dx.doi.org/10.13039/501100005853,2004-03-05,2006-11-30
0000-0001-8266-0392,53668,,
0000-0001-8266-0392,53668,,
0000-0001-8266-0392,53668,,
0000-0001-8266-0392,7284,,
0000-0001-8266-0392,7284,,
0000-0001-8266-0392,7284,,
0000-0001-8266-0392,8789,,
0000-0001-8266-0392,8789,,
0000-0001-8266-0392,8789,,
0000-0001-8266-9397,12313,1975-01-01,1981-01-01
0000-0001-8266-9397,12313,1975-01-01,1981-01-01
0000-0001-8266-9397,1811,1974-01-01,1975-01-01
0000-0001-8266-9397,1811,1974-01-01,1975-01-01
0000-0001-8266-9397,3cb42876,1964-01-01,1968-01-01
0000-0001-8266-9397,3cb42876,1964-01-01,1968-01-01
0000-0001-8266-9397,51324152,1968-01-01,1974-01-01
0000-0001-8266-9397,51324152,1968-01-01,1974-01-01
0000-0001-8266-9397,8367,1981-07-01,
0000-0001-8266-9397,8367,1981-07-01,
0000-0001-8267-2705,173556,2007-10-01,2011-05-11
0000-0001-8267-2705,173556,2011-09-01,2012-02-29
0000-0001-8267-2705,173556,2008-07-01,2010-12-31
0000-0001-8267-2705,201015,2005-09-01,2006-06-20
0000-0001-8267-2705,27068,2006-09-01,2007-06-20
0000-0001-8267-2705,4356,2012-05-01,2015-07-30
0000-0001-8267-2705,472f30db,1998-09-01,2004-11-05
0000-0001-8267-2705,58a11507,2015-08-01,
0000-0001-8267-3038,56059,2011-01-01,2013-11-28
0000-0001-8267-3038,56059,2008-01-01,2011-07-26
0000-0001-8267-3038,89239,2016-01-01,2021-01-01
0000-0001-8267-3038,ca616313,2013-12-15,
0000-0001-8274-0093,5894,2018-05-01,2023-05-15
0000-0001-8274-0093,https://ror.org/0190ak572,2016-01-01,2025-01-01
0000-0001-8274-0093,https://ror.org/0190ak572,2018-01-01,2023-01-01
0000-0001-8274-0093,https://ror.org/0190ak572,2012-01-01,2016-01-01
0000-0001-8274-377X,34911,2017-02-01,2020-09-20
0000-0001-8274-377X,grid.440552.2,2016-01-01,
0000-0001-8274-377X,https://ror.org/035zn2q74,2022-04-01,
0000-0001-8278-7254,65055,1998-09-04,
0000-0001-8283-4807,fd58cb9a,2017-08-23,
0000-0001-8283-4807,grid.469967.3,2016-09-09,2017-08-22
0000-0001-8283-4807,grid.469967.3,2012-09-28,2016-07-31
0000-0001-8283-804X,505550,,
0000-0001-8283-804X,505550,,
0000-0001-8286-3907,158423,2003-01-01,2009-01-01
0000-0001-8286-3907,1811,2010-01-01,2014-01-01
0000-0001-8286-3907,33577,2015-01-01,2018-01-01
0000-0001-8286-3907,https://ror.org/053z9p797,2018-01-08,
0000-0001-8286-3907,https://ror.org/05gq02987,1999-01-01,2003-01-01
0000-0001-8290-1977,620283,,2015-01-01
0000-0001-8290-1977,9169,,
0000-0001-8290-1977,9169,2015-01-01,2022-01-01
0000-0001-8290-1977,https://ror.org/03xgcq477,2022-01-01,
0000-0001-8293-9297,26552,,
0000-0001-8293-9297,9180,,
0000-0001-8293-9297,fd67d7c3,,
0000-0001-8299-7067,1593464c,2009-11-23,2018-12-13
0000-0001-8299-7067,d55f680c,2019-01-01,
0000-0001-8299-7067,dfa92b0c,2008-11-01,2009-10-31
0000-0001-8300-4987,08574431,,
0000-0001-8302-7900,077c83c5,2014-01-01,2018-01-01
0000-0001-8302-7900,077c83c5,2013-01-01,2014-01-01
0000-0001-8302-7900,077c83c5,2009-01-01,2013-01-01
0000-0001-8302-7900,077c83c5,2018-01-01,2018-01-01
0000-0001-8302-7900,117324,2018-01-01,2023-01-01
0000-0001-8302-7900,https://ror.org/04p491231,2023-08-01,
0000-0001-8304-7741,246565,,
0000-0001-8304-7741,cd66e60c,,
0000-0001-8310-1306,grid.8591.5,1992-01-01,
0000-0001-8311-1731,48080,2008-09-01,
0000-0001-8311-4027,10821388,,
0000-0001-8317-7327,29422,1996-07-01,2002-06-26
0000-0001-8317-7327,29422,1994-07-01,1996-05-14
0000-0001-8317-7327,29422,1999-08-04,2007-09-18
0000-0001-8319-3626,2860,1997-01-01,2000-01-01
0000-0001-8319-3626,2860,1985-01-01,1988-01-01
0000-0001-8319-3626,3231,2006-01-01,
0000-0001-8319-3626,33ad0aeb,2006-01-01,
0000-0001-8319-3626,4496,1981-01-01,1991-01-01
0000-0001-8321-0852,1065,,
0000-0001-8321-0852,1405bb22,2016-10-11,
0000-0001-8321-0852,27058,2008-01-01,2010-01-01
0000-0001-8321-0852,4334,2004-01-01,2008-01-01
0000-0001-8321-0852,7120,2011-01-20,2016-09-01
0000-0001-8321-0852,grid.1014.4,2021-01-01,
0000-0001-8321-0852,grid.1014.4,2016-10-11,2020-12-31
0000-0001-8321-719X,http://dx.doi.org/10.13039/501100000838,2022-09-22,
0000-0001-8324-6409,15552,2018-09-15,2019-03-31
0000-0001-8324-6409,16754,2007-09-01,2012-05-20
0000-0001-8324-6409,443bc2e1,2019-09-23,2021-06-30
0000-0001-8324-6409,grid.10919.30,2012-08-10,2014-06-30
0000-0001-8324-6409,grid.10919.30,2016-02-01,2016-05-31
0000-0001-8324-6409,grid.10919.30,2014-10-01,2014-12-17
0000-0001-8324-6409,https://ror.org/01qew8q20,2021-11-02,2022-10-30
0000-0001-8324-6409,https://ror.org/03atdda90,2022-11-02,
0000-0001-8324-6409,https://ror.org/0524sp257,2021-07-01,
0000-0001-8328-1175,https://ror.org/04dkp9463,2016-01-01,
0000-0001-8328-1175,https://ror.org/04dkp9463,2011-01-01,
0000-0001-8328-1175,https://ror.org/04dkp9463,2005-03-03,
0000-0001-8328-1175,https://ror.org/04dkp9463,2003-09-01,
0000-0001-8335-3407,92715,2014-05-01,2019-09-30
0000-0001-8335-3407,92715,2014-05-01,2019-09-30
0000-0001-8335-3407,92715,2014-05-01,2019-09-30
0000-0001-8335-3407,92715,2014-05-01,2019-09-30
0000-0001-8335-3407,92715,2014-05-01,2019-09-30
0000-0001-8335-3407,9302,,2008-01-01
0000-0001-8335-3407,9302,,2004-03-23
0000-0001-8335-3407,9302,,2008-01-01
0000-0001-8335-3407,9302,,2004-03-23
0000-0001-8335-3407,9302,,2008-01-01
0000-0001-8335-3407,9302,,2004-03-23
0000-0001-8335-3407,9302,,2008-01-01
0000-0001-8335-3407,9302,,2004-03-23
0000-0001-8335-3407,9302,,2008-01-01
0000-0001-8335-3407,9302,,2004-03-23
0000-0001-8335-3407,http://dx.doi.org/10.13039/501100004702,2019-10-01,
0000-0001-8335-3407,http://dx.doi.org/10.13039/501100004702,2019-10-01,
0000-0001-8335-3407,http://dx.doi.org/10.13039/501100004702,2019-10-01,
0000-0001-8335-3407,http://dx.doi.org/10.13039/501100004702,2019-10-01,
0000-0001-8335-3407,http://dx.doi.org/10.13039/501100004702,2019-10-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,12381,2004-01-01,
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8340-717X,7d25af5b,1989-09-01,1992-07-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,3b471fa7,2002-01-01,2004-01-01
0000-0001-8342-9176,3b471fa7,2000-01-01,2002-01-01
0000-0001-8342-9176,3b471fa7,1999-01-01,2000-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,7512ed81,2016-01-01,
0000-0001-8342-9176,7512ed81,2017-01-01,2019-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,86b9cb74,1999-01-01,2000-01-01
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,97885846,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,9a079994,2011-01-01,
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,a8ad7543,2003-01-01,2014-01-01
0000-0001-8342-9176,a8ad7543,2004-01-01,2013-01-01
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,c9f25d2b,2023-01-01,
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/01dq60k83,2005-01-01,2006-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02kpeqv85,2009-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02nc46417,1998-01-01,1999-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/02xg1m795,2010-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/035t8zc32,2006-01-01,2014-01-01
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/044vy1d05,2005-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2004-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,,2000-01-01
0000-0001-8342-9176,https://ror.org/057zh3y96,2013-01-01,
0000-0001-8342-9176,https://ror.org/057zh3y96,2012-01-01,2013-01-01
0000-0001-8343-0337,grid.410563.5,2008-03-24,
0000-0001-8350-5837,145793,2015-01-01,2016-01-01
0000-0001-8350-5837,da3351db,2017-01-01,
0000-0001-8350-5837,https://ror.org/00pd74e08,2006-01-01,2013-12-31
0000-0001-8356-0457,33139,1997-11-04,
0000-0001-8356-0457,6558,1994-07-01,1997-08-30
0000-0001-8356-0457,6572,1992-09-01,1994-05-30
0000-0001-8356-0457,6572,1992-07-01,1994-06-30
0000-0001-8356-0457,74498,1981-09-01,1985-06-01
0000-0001-8357-914X,124093,2018-09-01,
0000-0001-8357-914X,grid.112485.b,1996-06-01,1999-06-18
0000-0001-8357-914X,grid.11667.37,2007-10-10,
0000-0001-8358-327X,http://dx.doi.org/10.13039/501100004206,2022-06-01,
0000-0001-8358-327X,http://dx.doi.org/10.13039/501100004206,2022-06-01,
0000-0001-8362-1248,198328,2010-01-01,2012-05-01
0000-0001-8362-1248,233540,2011-01-01,2017-06-30
0000-0001-8362-1248,241182,2006-09-01,2009-12-31
0000-0001-8362-1248,27217,2017-07-01,
0000-0001-8362-1248,311308,1999-09-01,2001-05-30
0000-0001-8362-1248,6029,2010-02-10,2015-03-15
0000-0001-8362-1248,7548,2001-08-15,2004-11-15
0000-0001-8362-1248,7548,2003-03-01,2005-05-01
0000-0001-8362-369X,08574431,,
